,PM2.5,Temp(C),WindDir,Wind Speed(km/h),Cambodia_frp,Myanmar_frp,Thailand_frp,Lao_PDR_frp
2016-06-11 15:00:00,12.3,32.8,260.0,21.0,0.0,0.0,0.0,0.0
2016-06-11 16:00:00,15.7,31.8,270.0,24.0,0.0,0.0,0.0,0.0
2016-06-11 17:00:00,14.7,31.8,270.0,24.0,0.0,0.0,0.0,0.0
2016-06-11 18:00:00,12.4,31.8,270.0,24.0,0.0,0.0,0.0,0.0
2016-06-11 19:00:00,14.7,28.8,265.0,33.0,0.0,0.0,0.0,0.0
2016-06-11 20:00:00,16.1,28.8,265.0,33.0,0.0,0.0,0.0,0.0
2016-06-11 21:00:00,13.5,28.8,265.0,33.0,0.0,0.0,0.0,0.0
2016-06-11 22:00:00,13.1,27.8,265.0,35.0,0.0,0.0,0.0,0.0
2016-06-11 23:00:00,17.0,27.8,265.0,35.0,0.0,0.0,0.0,0.0
2016-06-12 00:00:00,12.6,27.8,265.0,35.0,0.0,0.0,0.0,0.0
2016-06-12 01:00:00,11.1,27.6,260.0,36.0,2.3182352941176467,1.13,0.6276923076923079,1.3599999999999999
2016-06-12 02:00:00,17.3,27.6,260.0,36.0,0.0,0.0,0.0,0.0
2016-06-12 03:00:00,18.4,27.6,260.0,36.0,0.0,0.0,0.0,0.0
2016-06-12 04:00:00,19.2,27.3,255.0,35.0,0.0,0.0,0.0,0.0
2016-06-12 05:00:00,17.9,27.3,255.0,35.0,0.0,0.0,0.0,0.0
2016-06-12 06:00:00,17.9,27.3,255.0,35.0,0.0,0.0,0.0,0.0
2016-06-12 07:00:00,17.0,28.7,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-12 08:00:00,17.7,28.7,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-12 09:00:00,17.5,28.7,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-12 10:00:00,17.6,31.6,250.0,28.0,0.0,0.0,0.0,0.0
2016-06-12 11:00:00,17.5,31.6,250.0,28.0,0.0,0.0,0.0,0.0
2016-06-12 12:00:00,15.0,31.6,250.0,28.0,8.381044776119403,0.0,3.9000000000000004,6.811764705882352
2016-06-12 13:00:00,10.5,32.5,250.0,25.0,0.0,0.0,0.0,0.0
2016-06-12 14:00:00,10.0,32.5,250.0,25.0,0.0,0.0,6.461250000000001,0.0
2016-06-12 15:00:00,14.0,32.5,250.0,25.0,0.0,0.0,0.0,0.0
2016-06-12 16:00:00,12.9,31.8,260.0,26.0,0.0,0.0,0.0,0.0
2016-06-12 17:00:00,11.4,31.8,260.0,26.0,0.0,0.0,0.0,0.0
2016-06-12 18:00:00,10.9,31.8,260.0,26.0,0.0,0.0,0.0,0.0
2016-06-12 19:00:00,13.7,29.0,260.0,33.0,0.0,0.0,0.0,0.0
2016-06-12 20:00:00,14.9,29.0,260.0,33.0,0.0,0.0,0.0,0.0
2016-06-12 21:00:00,14.8,29.0,260.0,33.0,0.0,0.0,0.0,0.0
2016-06-12 22:00:00,12.2,28.1,255.0,36.0,0.0,0.0,0.0,0.0
2016-06-12 23:00:00,9.5,28.1,255.0,36.0,0.0,0.0,0.0,0.0
2016-06-13 00:00:00,8.7,28.1,255.0,36.0,0.0,0.0,0.0,0.0
2016-06-13 01:00:00,9.6,28.0,250.0,34.0,0.0,0.0,1.7,0.0
2016-06-13 02:00:00,12.0,28.0,250.0,34.0,0.0,0.0,0.0,0.0
2016-06-13 03:00:00,12.4,28.0,250.0,34.0,0.0,0.0,0.0,0.0
2016-06-13 04:00:00,12.8,27.7,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-13 05:00:00,16.4,27.7,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-13 06:00:00,12.0,27.7,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-13 07:00:00,11.9,28.9,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-13 08:00:00,17.5,28.9,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-13 09:00:00,18.5,28.9,255.0,31.0,0.0,0.0,0.0,0.0
2016-06-13 10:00:00,14.9,31.7,255.0,29.0,0.0,0.0,0.0,0.0
2016-06-13 11:00:00,15.3,31.7,255.0,29.0,0.0,0.0,0.0,0.0
2016-06-13 12:00:00,11.0,31.7,255.0,29.0,10.873214285714285,0.0,0.0,5.305
2016-06-13 13:00:00,8.7,32.6,255.0,24.0,0.0,0.0,0.0,0.0
2016-06-13 14:00:00,8.5,32.6,255.0,24.0,11.08586956521739,9.58,4.675,12.278
2016-06-13 15:00:00,9.2,32.6,255.0,24.0,0.0,0.0,0.0,0.0
2016-06-13 16:00:00,13.0,31.6,260.0,29.0,0.0,0.0,0.0,0.0
2016-06-13 17:00:00,14.9,31.6,260.0,29.0,0.0,0.0,0.0,0.0
2016-06-13 18:00:00,12.3,31.6,260.0,29.0,0.0,0.0,0.0,0.0
2016-06-13 19:00:00,14.7,29.0,250.0,26.0,0.0,0.0,0.0,0.0
2016-06-13 20:00:00,12.0,29.0,250.0,26.0,0.0,0.0,0.0,0.0
2016-06-13 21:00:00,12.0,29.0,250.0,26.0,0.0,0.0,0.0,0.0
2016-06-13 22:00:00,14.5,28.1,260.0,32.0,0.0,0.0,0.0,0.0
2016-06-13 23:00:00,12.3,28.1,260.0,32.0,0.0,0.0,0.0,0.0
2016-06-14 00:00:00,10.0,28.1,260.0,32.0,0.0,0.0,0.0,0.0
2016-06-14 01:00:00,7.4,27.8,270.0,33.0,4.2299999999999995,0.0,0.738,2.3425
2016-06-14 02:00:00,7.9,27.8,270.0,33.0,0.0,0.0,0.0,0.0
2016-06-14 03:00:00,14.1,27.8,270.0,33.0,0.0,0.0,0.0,0.0
2016-06-14 04:00:00,13.5,27.6,275.0,35.0,0.0,0.0,0.0,0.0
2016-06-14 05:00:00,12.9,27.6,275.0,35.0,0.0,0.0,0.0,0.0
2016-06-14 06:00:00,12.3,27.6,275.0,35.0,0.0,0.0,0.0,0.0
2016-06-14 07:00:00,10.8,28.9,260.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 08:00:00,11.4,28.9,260.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 09:00:00,14.4,28.9,260.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 10:00:00,16.1,31.5,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 11:00:00,13.2,31.5,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 12:00:00,11.4,31.5,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 13:00:00,9.1,32.1,245.0,23.0,16.961630434782613,2.32,7.296071428571429,39.14357142857143
2016-06-14 14:00:00,8.6,32.1,245.0,23.0,0.0,0.0,0.0,0.0
2016-06-14 15:00:00,12.5,32.1,245.0,23.0,0.0,0.0,0.0,0.0
2016-06-14 16:00:00,11.3,31.4,250.0,25.0,0.0,0.0,0.0,0.0
2016-06-14 17:00:00,9.4,31.4,250.0,25.0,0.0,0.0,0.0,0.0
2016-06-14 18:00:00,8.7,31.4,250.0,25.0,0.0,0.0,0.0,0.0
2016-06-14 19:00:00,11.7,29.1,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 20:00:00,10.5,29.1,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 21:00:00,11.4,29.1,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-14 22:00:00,12.5,28.2,260.0,33.0,0.0,0.0,0.0,0.0
2016-06-14 23:00:00,10.5,28.2,260.0,33.0,0.0,0.0,0.0,0.0
2016-06-15 00:00:00,8.8,28.2,260.0,33.0,28.429285714285715,0.0,0.0,1.31
2016-06-15 01:00:00,7.3,27.8,255.0,27.0,0.0,0.0,0.0,0.0
2016-06-15 02:00:00,6.8,27.8,255.0,27.0,3.775555555555556,0.0,0.8123076923076925,0.0
2016-06-15 03:00:00,14.0,27.8,255.0,27.0,0.0,0.0,0.0,0.0
2016-06-15 04:00:00,14.7,27.4,260.0,27.0,0.0,0.0,0.0,0.0
2016-06-15 05:00:00,13.3,27.4,260.0,27.0,0.0,0.0,0.0,0.0
2016-06-15 06:00:00,13.8,27.4,260.0,27.0,0.0,0.0,0.0,0.0
2016-06-15 07:00:00,11.3,28.5,240.0,26.0,0.0,0.0,0.0,0.0
2016-06-15 08:00:00,11.8,28.5,240.0,26.0,0.0,0.0,0.0,0.0
2016-06-15 09:00:00,14.2,28.5,240.0,26.0,0.0,0.0,0.0,0.0
2016-06-15 10:00:00,12.4,31.4,240.0,21.0,0.0,0.0,0.0,0.0
2016-06-15 11:00:00,10.2,31.4,240.0,21.0,0.0,0.0,0.0,0.0
2016-06-15 12:00:00,9.5,31.4,240.0,21.0,0.0,0.0,0.0,0.0
2016-06-15 13:00:00,8.9,32.1,220.0,20.0,19.721349206349206,0.0,4.311111111111112,22.929215686274517
2016-06-15 14:00:00,8.6,32.1,220.0,20.0,0.0,0.0,0.0,0.0
2016-06-15 15:00:00,10.1,32.1,220.0,20.0,0.0,0.0,0.0,0.0
2016-06-15 16:00:00,10.9,31.0,230.0,22.0,0.0,0.0,0.0,0.0
2016-06-15 17:00:00,9.1,31.0,230.0,22.0,0.0,0.0,0.0,0.0
2016-06-15 18:00:00,8.4,31.0,230.0,22.0,0.0,0.0,0.0,0.0
2016-06-15 19:00:00,13.4,28.5,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-15 20:00:00,14.7,28.5,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-15 21:00:00,15.6,28.5,255.0,26.0,0.0,0.0,0.0,0.0
2016-06-15 22:00:00,13.2,27.9,250.0,24.0,0.0,0.0,0.0,0.0
2016-06-15 23:00:00,10.0,27.9,250.0,24.0,0.0,0.0,0.0,0.0
2016-06-16 00:00:00,7.2,27.9,250.0,24.0,1.02,0.0,0.0,0.0
2016-06-16 01:00:00,8.3,27.5,225.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 02:00:00,8.5,27.5,225.0,26.0,1.7778260869565214,0.0,1.11,0.0
2016-06-16 03:00:00,8.8,27.5,225.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 04:00:00,9.2,27.2,225.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 05:00:00,10.6,27.2,225.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 06:00:00,9.5,27.2,225.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 07:00:00,9.3,28.7,210.0,28.0,0.0,0.0,0.0,0.0
2016-06-16 08:00:00,12.2,28.7,210.0,28.0,0.0,0.0,0.0,0.0
2016-06-16 09:00:00,17.7,28.7,210.0,28.0,0.0,0.0,0.0,0.0
2016-06-16 10:00:00,18.6,31.2,200.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 11:00:00,16.1,31.2,200.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 12:00:00,12.7,31.2,200.0,26.0,0.0,0.0,0.0,0.0
2016-06-16 13:00:00,8.4,31.1,205.0,22.0,5.706585365853659,0.0,4.101999999999999,5.01
2016-06-16 14:00:00,9.4,31.1,205.0,22.0,0.0,0.0,0.0,0.0
2016-06-16 15:00:00,11.5,31.1,205.0,22.0,0.0,0.0,0.0,0.0
2016-06-16 16:00:00,12.2,30.2,215.0,22.0,0.0,0.0,0.0,0.0
2016-06-16 17:00:00,12.4,30.2,215.0,22.0,0.0,0.0,0.0,0.0
2016-06-16 18:00:00,11.2,30.2,215.0,22.0,0.0,0.0,0.0,0.0
2016-06-16 19:00:00,13.9,27.7,225.0,21.0,0.0,0.0,0.0,0.0
2016-06-16 20:00:00,15.6,27.7,225.0,21.0,0.0,0.0,0.0,0.0
2016-06-16 21:00:00,16.2,27.7,225.0,21.0,0.0,0.0,0.0,0.0
2016-06-16 22:00:00,16.8,27.1,220.0,22.0,0.0,0.0,0.0,0.0
2016-06-16 23:00:00,16.3,27.1,220.0,22.0,0.0,0.0,0.0,0.0
2016-06-17 00:00:00,15.1,27.1,220.0,22.0,0.0,0.0,0.0,0.0
2016-06-17 01:00:00,12.6,26.9,230.0,30.0,0.0,0.0,0.0,1.13
2016-06-17 02:00:00,11.0,26.9,230.0,30.0,0.0,0.0,0.0,0.0
2016-06-17 03:00:00,11.0,26.9,230.0,30.0,0.0,0.0,0.0,0.0
2016-06-17 04:00:00,12.8,26.6,230.0,28.0,0.0,0.0,0.0,0.0
2016-06-17 05:00:00,12.7,26.6,230.0,28.0,0.0,0.0,0.0,0.0
2016-06-17 06:00:00,11.8,26.6,230.0,28.0,0.0,0.0,0.0,0.0
2016-06-17 07:00:00,12.4,26.8,225.0,20.0,0.0,0.0,0.0,0.0
2016-06-17 08:00:00,11.9,26.8,225.0,20.0,0.0,0.0,0.0,0.0
2016-06-17 09:00:00,14.4,26.8,225.0,20.0,0.0,0.0,0.0,0.0
2016-06-17 10:00:00,13.2,27.7,200.0,17.0,0.0,0.0,0.0,0.0
2016-06-17 11:00:00,14.2,27.7,200.0,17.0,0.0,0.0,0.0,0.0
2016-06-17 12:00:00,9.2,27.7,200.0,17.0,3.6399999999999997,0.0,6.805,7.545
2016-06-17 13:00:00,6.8,27.9,175.0,17.0,0.0,0.0,0.0,0.0
2016-06-17 14:00:00,7.5,27.9,175.0,17.0,0.0,0.0,0.0,0.0
2016-06-17 15:00:00,9.9,27.9,175.0,17.0,0.0,0.0,0.0,0.0
2016-06-17 16:00:00,12.7,27.0,190.0,19.0,0.0,0.0,0.0,0.0
2016-06-17 17:00:00,11.5,27.0,190.0,19.0,0.0,0.0,0.0,0.0
2016-06-17 18:00:00,11.456521739130435,27.0,190.0,19.0,0.0,0.0,0.0,0.0
2016-06-17 19:00:00,11.8,26.1,190.0,26.0,0.0,0.0,0.0,0.0
2016-06-17 20:00:00,10.3,26.1,190.0,26.0,0.0,0.0,0.0,0.0
2016-06-17 21:00:00,11.7,26.1,190.0,26.0,0.0,0.0,0.0,0.0
2016-06-17 22:00:00,10.1,25.7,200.0,26.0,0.0,0.0,0.0,0.0
2016-06-17 23:00:00,8.9,25.7,200.0,26.0,0.0,0.0,0.0,0.0
2016-06-18 00:00:00,6.7,25.7,200.0,26.0,0.0,0.0,0.0,0.0
2016-06-18 01:00:00,6.9,25.5,200.0,23.0,1.77125,0.0,0.0,0.696
2016-06-18 02:00:00,11.9,25.5,200.0,23.0,0.0,0.0,0.0,0.0
2016-06-18 03:00:00,13.7,25.5,200.0,23.0,0.0,0.0,0.0,0.0
2016-06-18 04:00:00,16.4,25.2,200.0,19.0,0.0,0.0,0.0,0.0
2016-06-18 05:00:00,13.1,25.2,200.0,19.0,0.0,0.0,0.0,0.0
2016-06-18 06:00:00,10.1,25.2,200.0,19.0,0.0,0.0,0.0,0.0
2016-06-18 07:00:00,10.9,26.5,215.0,20.0,0.0,0.0,0.0,0.0
2016-06-18 08:00:00,16.2,26.5,215.0,20.0,0.0,0.0,0.0,0.0
2016-06-18 09:00:00,20.5,26.5,215.0,20.0,0.0,0.0,0.0,0.0
2016-06-18 10:00:00,24.4,28.7,225.0,18.0,0.0,0.0,0.0,0.0
2016-06-18 11:00:00,22.4,28.7,225.0,18.0,0.0,0.0,0.0,0.0
2016-06-18 12:00:00,19.8,28.7,225.0,18.0,8.443636363636363,0.0,0.0,7.180000000000001
2016-06-18 13:00:00,16.7,31.3,245.0,10.0,0.0,0.0,0.0,0.0
2016-06-18 14:00:00,14.9,31.3,245.0,10.0,0.0,0.0,0.0,0.0
2016-06-18 15:00:00,19.4,31.3,245.0,10.0,0.0,0.0,0.0,0.0
2016-06-18 16:00:00,21.6,31.1,265.0,12.0,0.0,0.0,0.0,0.0
2016-06-18 17:00:00,23.4,31.1,265.0,12.0,0.0,0.0,0.0,0.0
2016-06-18 18:00:00,18.7,31.1,265.0,12.0,0.0,0.0,0.0,0.0
2016-06-18 19:00:00,22.0,28.0,170.0,2.0,0.0,0.0,0.0,0.0
2016-06-18 20:00:00,22.4,28.0,170.0,2.0,0.0,0.0,0.0,0.0
2016-06-18 21:00:00,14.8,28.0,170.0,2.0,0.0,0.0,0.0,0.0
2016-06-18 22:00:00,12.5,27.2,110.0,9.0,0.0,0.0,0.0,0.0
2016-06-18 23:00:00,9.7,27.2,110.0,9.0,0.0,0.0,0.0,0.0
2016-06-19 00:00:00,7.3,27.2,110.0,9.0,0.0,0.0,0.0,0.0
2016-06-19 01:00:00,7.8,26.4,110.0,7.0,0.8849999999999998,0.0,1.38,1.2799999999999998
2016-06-19 02:00:00,13.0,26.4,110.0,7.0,0.0,0.0,0.0,0.0
2016-06-19 03:00:00,18.4,26.4,110.0,7.0,0.0,0.0,0.0,0.0
2016-06-19 04:00:00,17.0,25.9,100.0,7.0,0.0,0.0,0.0,0.0
2016-06-19 05:00:00,16.1,25.9,100.0,7.0,0.0,0.0,0.0,0.0
2016-06-19 06:00:00,14.7,25.9,100.0,7.0,0.0,0.0,0.0,0.0
2016-06-19 07:00:00,16.8,27.0,145.0,3.0,0.0,0.0,0.0,0.0
2016-06-19 08:00:00,18.6,27.0,145.0,3.0,0.0,0.0,0.0,0.0
2016-06-19 09:00:00,21.8,27.0,145.0,3.0,0.0,0.0,0.0,0.0
2016-06-19 10:00:00,20.8,30.9,85.0,4.0,0.0,0.0,0.0,0.0
2016-06-19 11:00:00,18.2,30.9,85.0,4.0,0.0,0.0,0.0,0.0
2016-06-19 12:00:00,17.5,30.9,85.0,4.0,5.75,0.0,0.0,0.0
2016-06-19 13:00:00,13.8,32.2,70.0,7.0,0.0,0.0,0.0,0.0
2016-06-19 14:00:00,16.1,32.2,70.0,7.0,4.95,3.44,4.223076923076923,4.7780000000000005
2016-06-19 15:00:00,15.4,32.2,70.0,7.0,0.0,0.0,0.0,0.0
2016-06-19 16:00:00,17.5,30.1,65.0,6.0,0.0,0.0,0.0,0.0
2016-06-19 17:00:00,16.1,30.1,65.0,6.0,0.0,0.0,0.0,0.0
2016-06-19 18:00:00,15.0,30.1,65.0,6.0,0.0,0.0,0.0,0.0
2016-06-19 19:00:00,18.8,27.5,65.0,10.0,0.0,0.0,0.0,0.0
2016-06-19 20:00:00,22.8,27.5,65.0,10.0,0.0,0.0,0.0,0.0
2016-06-19 21:00:00,20.8,27.5,65.0,10.0,0.0,0.0,0.0,0.0
2016-06-19 22:00:00,20.6,27.2,100.0,8.0,0.0,0.0,0.0,0.0
2016-06-19 23:00:00,20.0,27.2,100.0,8.0,0.0,0.0,0.0,0.0
2016-06-20 00:00:00,17.4,27.2,100.0,8.0,0.0,0.0,0.0,0.0
2016-06-20 01:00:00,13.2,26.4,180.0,5.0,0.0,0.0,0.0,0.0
2016-06-20 02:00:00,14.6,26.4,180.0,5.0,0.0,0.0,0.0,0.0
2016-06-20 03:00:00,13.5,26.4,180.0,5.0,0.0,0.0,0.0,0.0
2016-06-20 04:00:00,14.1,25.9,220.0,8.0,0.0,0.0,0.0,0.0
2016-06-20 05:00:00,15.9,25.9,220.0,8.0,0.0,0.0,0.0,0.0
2016-06-20 06:00:00,18.5,25.9,220.0,8.0,0.0,0.0,0.0,0.0
2016-06-20 07:00:00,19.0,27.7,225.0,3.0,0.0,0.0,0.0,0.0
2016-06-20 08:00:00,23.2,27.7,225.0,3.0,0.0,0.0,0.0,0.0
2016-06-20 09:00:00,24.9,27.7,225.0,3.0,0.0,0.0,0.0,0.0
2016-06-20 10:00:00,21.0,29.9,0.0,5.0,0.0,0.0,0.0,0.0
2016-06-20 11:00:00,23.9,29.9,0.0,5.0,0.0,0.0,0.0,0.0
2016-06-20 12:00:00,21.2,29.9,0.0,5.0,0.0,0.0,0.0,0.0
2016-06-20 13:00:00,24.5,32.0,350.0,12.0,11.706666666666665,4.61,5.191666666666667,5.930000000000001
2016-06-20 14:00:00,21.2,32.0,350.0,12.0,0.0,0.0,0.0,0.0
2016-06-20 15:00:00,19.009090909090908,32.0,350.0,12.0,0.0,0.0,0.0,0.0
2016-06-20 16:00:00,19.009090909090908,29.9,320.0,11.0,0.0,0.0,0.0,0.0
2016-06-20 17:00:00,24.1,29.9,320.0,11.0,0.0,0.0,0.0,0.0
2016-06-20 18:00:00,13.3,29.9,320.0,11.0,0.0,0.0,0.0,0.0
2016-06-20 19:00:00,21.2,27.6,345.0,16.0,0.0,0.0,0.0,0.0
2016-06-20 20:00:00,20.4,27.6,345.0,16.0,0.0,0.0,0.0,0.0
2016-06-20 21:00:00,18.5,27.6,345.0,16.0,0.0,0.0,0.0,0.0
2016-06-20 22:00:00,17.3,26.6,40.0,18.0,0.0,0.0,0.0,0.0
2016-06-20 23:00:00,17.3,26.6,40.0,18.0,0.0,0.0,0.0,0.0
2016-06-21 00:00:00,13.9,26.6,40.0,18.0,0.0,0.0,0.0,0.0
2016-06-21 01:00:00,14.6,25.8,50.0,20.0,0.0,0.0,0.0,0.0
2016-06-21 02:00:00,10.3,25.8,50.0,20.0,0.0,0.0,0.72,0.0
2016-06-21 03:00:00,12.2,25.8,50.0,20.0,0.0,0.0,0.0,0.0
2016-06-21 04:00:00,14.4,25.3,55.0,19.0,0.0,0.0,0.0,0.0
2016-06-21 05:00:00,15.7,25.3,55.0,19.0,0.0,0.0,0.0,0.0
2016-06-21 06:00:00,11.7,25.3,55.0,19.0,0.0,0.0,0.0,0.0
2016-06-21 07:00:00,11.7,25.7,5.0,19.0,0.0,0.0,0.0,0.0
2016-06-21 08:00:00,15.4,25.7,5.0,19.0,0.0,0.0,0.0,0.0
2016-06-21 09:00:00,18.5,25.7,5.0,19.0,0.0,0.0,0.0,0.0
2016-06-21 10:00:00,17.6,26.9,0.0,14.0,0.0,0.0,0.0,0.0
2016-06-21 11:00:00,14.4,26.9,0.0,14.0,0.0,0.0,0.0,0.0
2016-06-21 12:00:00,11.9,26.9,0.0,14.0,0.0,0.0,0.0,0.0
2016-06-21 13:00:00,10.7,29.8,305.0,13.0,5.05,3.4,2.526666666666667,7.01
2016-06-21 14:00:00,10.8,29.8,305.0,13.0,0.0,0.0,0.0,0.0
2016-06-21 15:00:00,13.2,29.8,305.0,13.0,0.0,0.0,0.0,0.0
2016-06-21 16:00:00,10.9,30.5,300.0,15.0,0.0,0.0,0.0,0.0
2016-06-21 17:00:00,7.4,30.5,300.0,15.0,0.0,0.0,0.0,0.0
2016-06-21 18:00:00,9.0,30.5,300.0,15.0,0.0,0.0,0.0,0.0
2016-06-21 19:00:00,13.2,27.4,270.0,9.0,0.0,0.0,0.0,0.0
2016-06-21 20:00:00,19.5,27.4,270.0,9.0,0.0,0.0,0.0,0.0
2016-06-21 21:00:00,18.9,27.4,270.0,9.0,0.0,0.0,0.0,0.0
2016-06-21 22:00:00,13.4,27.0,250.0,6.0,0.0,0.0,0.0,0.0
2016-06-21 23:00:00,12.5,27.0,250.0,6.0,0.0,0.0,0.0,0.0
2016-06-22 00:00:00,8.5,27.0,250.0,6.0,0.0,0.0,0.0,0.0
2016-06-22 01:00:00,14.4,26.6,245.0,6.0,0.0,0.0,1.6349999999999998,0.0
2016-06-22 02:00:00,14.408695652173916,26.6,245.0,6.0,0.0,0.0,0.0,0.0
2016-06-22 03:00:00,18.3,26.6,245.0,6.0,0.0,0.0,0.0,0.0
2016-06-22 04:00:00,12.3,25.7,240.0,11.0,0.0,0.0,0.0,0.0
2016-06-22 05:00:00,12.0,25.7,240.0,11.0,0.0,0.0,0.0,0.0
2016-06-22 06:00:00,11.3,25.7,240.0,11.0,0.0,0.0,0.0,0.0
2016-06-22 07:00:00,12.4,27.2,245.0,13.0,0.0,0.0,0.0,0.0
2016-06-22 08:00:00,14.3,27.2,245.0,13.0,0.0,0.0,0.0,0.0
2016-06-22 09:00:00,18.7,27.2,245.0,13.0,0.0,0.0,0.0,0.0
2016-06-22 10:00:00,20.2,31.0,245.0,12.0,0.0,0.0,0.0,0.0
2016-06-22 11:00:00,18.3,31.0,245.0,12.0,0.0,0.0,0.0,0.0
2016-06-22 12:00:00,16.6,31.0,245.0,12.0,0.0,0.0,0.0,0.0
2016-06-22 13:00:00,14.7,31.4,240.0,15.0,0.0,0.0,2.535,5.5233333333333325
2016-06-22 14:00:00,14.3,31.4,240.0,15.0,0.0,0.0,0.0,0.0
2016-06-22 15:00:00,15.9,31.4,240.0,15.0,0.0,0.0,0.0,0.0
2016-06-22 16:00:00,14.1,30.6,240.0,19.0,0.0,0.0,0.0,0.0
2016-06-22 17:00:00,13.0,30.6,240.0,19.0,0.0,0.0,0.0,0.0
2016-06-22 18:00:00,12.3,30.6,240.0,19.0,0.0,0.0,0.0,0.0
2016-06-22 19:00:00,13.3,28.0,225.0,22.0,0.0,0.0,0.0,0.0
2016-06-22 20:00:00,16.6,28.0,225.0,22.0,0.0,0.0,0.0,0.0
2016-06-22 21:00:00,17.0,28.0,225.0,22.0,0.0,0.0,0.0,0.0
2016-06-22 22:00:00,12.7,27.3,225.0,22.0,0.0,0.0,0.0,0.0
2016-06-22 23:00:00,10.2,27.3,225.0,22.0,0.0,0.0,0.0,0.0
2016-06-23 00:00:00,10.0,27.3,225.0,22.0,0.0,0.0,0.0,0.0
2016-06-23 01:00:00,11.7,27.2,220.0,27.0,0.0,0.0,1.2485714285714287,0.0
2016-06-23 02:00:00,12.3,27.2,220.0,27.0,0.0,0.0,0.0,0.0
2016-06-23 03:00:00,18.5,27.2,220.0,27.0,0.0,0.0,0.0,0.0
2016-06-23 04:00:00,14.3,26.5,235.0,28.0,0.0,0.0,0.0,0.0
2016-06-23 05:00:00,13.8,26.5,235.0,28.0,0.0,0.0,0.0,0.0
2016-06-23 06:00:00,14.1,26.5,235.0,28.0,0.0,0.0,0.0,0.0
2016-06-23 07:00:00,12.7,26.9,250.0,27.0,0.0,0.0,0.0,0.0
2016-06-23 08:00:00,13.3,26.9,250.0,27.0,0.0,0.0,0.0,0.0
2016-06-23 09:00:00,13.1,26.9,250.0,27.0,0.0,0.0,0.0,0.0
2016-06-23 10:00:00,16.0,29.1,250.0,29.0,0.0,0.0,0.0,0.0
2016-06-23 11:00:00,15.1,29.1,250.0,29.0,0.0,0.0,0.0,0.0
2016-06-23 12:00:00,15.5,29.1,250.0,29.0,0.0,0.0,0.0,8.428888888888888
2016-06-23 13:00:00,15.4,29.1,245.0,27.0,0.0,0.0,0.0,0.0
2016-06-23 14:00:00,16.1,29.1,245.0,27.0,0.0,5.720000000000001,5.105,0.0
2016-06-23 15:00:00,13.956521739130435,29.1,245.0,27.0,0.0,0.0,0.0,0.0
2016-06-23 16:00:00,15.9,27.9,240.0,28.0,0.0,0.0,0.0,0.0
2016-06-23 17:00:00,16.8,27.9,240.0,28.0,0.0,0.0,0.0,0.0
2016-06-23 18:00:00,13.4,27.9,240.0,28.0,0.0,0.0,0.0,0.0
2016-06-23 19:00:00,13.0,26.6,220.0,37.0,0.0,0.0,0.0,0.0
2016-06-23 20:00:00,15.5,26.6,220.0,37.0,0.0,0.0,0.0,0.0
2016-06-23 21:00:00,11.2,26.6,220.0,37.0,0.0,0.0,0.0,0.0
2016-06-23 22:00:00,11.3,26.4,235.0,39.0,0.0,0.0,0.0,0.0
2016-06-23 23:00:00,12.0,26.4,235.0,39.0,0.0,0.0,0.0,0.0
2016-06-24 00:00:00,10.9,26.4,235.0,39.0,0.0,0.0,0.0,0.0
2016-06-24 01:00:00,11.4,26.2,235.0,42.0,0.0,0.0,0.0,0.0
2016-06-24 02:00:00,9.7,26.2,235.0,42.0,0.0,1.6150000000000002,0.0,0.0
2016-06-24 03:00:00,14.2,26.2,235.0,42.0,0.0,0.0,0.0,0.0
2016-06-24 04:00:00,12.7,25.9,240.0,43.0,0.0,0.0,0.0,0.0
2016-06-24 05:00:00,15.0,25.9,240.0,43.0,0.0,0.0,0.0,0.0
2016-06-24 06:00:00,11.1,25.9,240.0,43.0,0.0,0.0,0.0,0.0
2016-06-24 07:00:00,15.1,26.0,225.0,37.0,0.0,0.0,0.0,0.0
