,PM2.5,Temp(C),WindDir,Wind Speed(km/h),Cambodia_frp,Myanmar_frp,Thailand_frp,Lao_PDR_frp
2016-03-03 08:00:00,44.2,25.4,70.0,20.0,0.0,0.0,0.0,0.0
2016-03-03 09:00:00,44.2,25.4,70.0,20.0,0.0,0.0,0.0,0.0
2016-03-03 10:00:00,44.3,30.9,75.0,16.0,0.0,0.0,0.0,0.0
2016-03-03 11:00:00,44.2,30.9,75.0,16.0,0.0,0.0,0.0,0.0
2016-03-03 12:00:00,34.2,30.9,75.0,16.0,8.984034954407283,9.319249999999998,6.580530303030307,7.991304347826089
2016-03-03 13:00:00,34.6,33.4,65.0,11.0,0.0,0.0,0.0,0.0
2016-03-03 14:00:00,31.0,33.4,65.0,11.0,0.0,8.099818941504202,9.423971962616825,0.0
2016-03-03 15:00:00,31.6,33.4,65.0,11.0,0.0,0.0,0.0,0.0
2016-03-03 16:00:00,30.1,31.7,55.0,10.0,0.0,0.0,0.0,0.0
2016-03-03 17:00:00,45.5,31.7,55.0,10.0,0.0,0.0,0.0,0.0
2016-03-03 18:00:00,39.89333333333333,31.7,55.0,10.0,0.0,0.0,0.0,0.0
2016-03-03 19:00:00,47.6,27.2,65.0,17.0,0.0,0.0,0.0,0.0
2016-03-03 20:00:00,47.9,27.2,65.0,17.0,0.0,0.0,0.0,0.0
2016-03-03 21:00:00,46.1,27.2,65.0,17.0,0.0,0.0,0.0,0.0
2016-03-03 22:00:00,38.0,25.6,70.0,18.0,0.0,0.0,0.0,0.0
2016-03-03 23:00:00,34.9,25.6,70.0,18.0,0.0,0.0,0.0,0.0
2016-03-04 00:00:00,33.3,25.6,70.0,18.0,0.0,0.0,0.0,0.0
2016-03-04 01:00:00,29.1,24.7,65.0,22.0,1.5742339832869108,1.5057723577235766,1.4357715430861717,1.2748453608247425
2016-03-04 02:00:00,31.2,24.7,65.0,22.0,0.0,1.2385281385281386,4.12,0.0
2016-03-04 03:00:00,31.3,24.7,65.0,22.0,0.0,0.0,0.0,0.0
2016-03-04 04:00:00,30.9,24.0,85.0,24.0,0.0,0.0,0.0,0.0
2016-03-04 05:00:00,33.1,24.0,85.0,24.0,0.0,0.0,0.0,0.0
2016-03-04 06:00:00,32.9,24.0,85.0,24.0,0.0,0.0,0.0,0.0
2016-03-04 07:00:00,34.1,25.6,90.0,23.0,0.0,0.0,0.0,0.0
2016-03-04 08:00:00,35.9,25.6,90.0,23.0,0.0,0.0,0.0,0.0
2016-03-04 09:00:00,27.9,25.6,90.0,23.0,0.0,0.0,0.0,0.0
2016-03-04 10:00:00,31.0,30.3,100.0,16.0,0.0,0.0,0.0,0.0
2016-03-04 11:00:00,31.1,30.3,100.0,16.0,0.0,0.0,0.0,0.0
2016-03-04 12:00:00,29.9,30.3,100.0,16.0,9.129683257918549,0.0,8.493367346938774,8.115748502994013
2016-03-04 13:00:00,30.5,31.3,100.0,8.0,0.0,0.0,0.0,0.0
2016-03-04 14:00:00,28.8,31.3,100.0,8.0,8.573155339805824,7.600149659863968,6.686076487252122,13.388823529411772
2016-03-04 15:00:00,25.7,31.3,100.0,8.0,0.0,0.0,0.0,0.0
2016-03-04 16:00:00,24.9,30.7,65.0,6.0,0.0,0.0,0.0,0.0
2016-03-04 17:00:00,27.4,30.7,65.0,6.0,0.0,0.0,0.0,0.0
2016-03-04 18:00:00,34.3,30.7,65.0,6.0,0.0,0.0,0.0,0.0
2016-03-04 19:00:00,34.6,27.2,50.0,17.0,0.0,0.0,0.0,0.0
2016-03-04 20:00:00,34.6,27.2,50.0,17.0,0.0,0.0,0.0,0.0
2016-03-04 21:00:00,34.6,27.2,50.0,17.0,0.0,0.0,0.0,0.0
2016-03-04 22:00:00,34.4,26.1,70.0,23.0,0.0,0.0,0.0,0.0
2016-03-04 23:00:00,34.1,26.1,70.0,23.0,0.0,0.0,0.0,0.0
2016-03-05 00:00:00,33.9,26.1,70.0,23.0,1.4565217391304348,0.0,1.7448181818181814,1.8604166666666673
2016-03-05 01:00:00,34.0,25.3,85.0,23.0,1.7413486842105257,0.0,2.0575,0.0
2016-03-05 02:00:00,33.9,25.3,85.0,23.0,0.0,1.1706422018348621,1.3912345679012348,0.0
2016-03-05 03:00:00,33.9,25.3,85.0,23.0,0.0,0.0,0.0,0.0
2016-03-05 04:00:00,33.9,24.9,90.0,21.0,0.0,0.0,0.0,0.0
2016-03-05 05:00:00,34.0,24.9,90.0,21.0,0.0,0.0,0.0,0.0
2016-03-05 06:00:00,34.2,24.9,90.0,21.0,0.0,0.0,0.0,0.0
2016-03-05 07:00:00,34.2,26.0,120.0,18.0,0.0,0.0,0.0,0.0
2016-03-05 08:00:00,34.1,26.0,120.0,18.0,0.0,0.0,0.0,0.0
2016-03-05 09:00:00,34.1,26.0,120.0,18.0,0.0,0.0,0.0,0.0
2016-03-05 10:00:00,34.0,30.1,110.0,17.0,0.0,0.0,0.0,0.0
2016-03-05 11:00:00,34.1,30.1,110.0,17.0,0.0,0.0,0.0,0.0
2016-03-05 12:00:00,34.0,30.1,110.0,17.0,0.0,0.0,0.0,0.0
2016-03-05 13:00:00,33.9,31.6,105.0,12.0,9.533301141352052,5.771433978132878,5.792667231160026,18.787079303675046
2016-03-05 14:00:00,33.9,31.6,105.0,12.0,0.0,0.0,0.0,0.0
2016-03-05 15:00:00,33.9,31.6,105.0,12.0,0.0,0.0,0.0,0.0
2016-03-05 16:00:00,33.9,30.7,75.0,10.0,0.0,0.0,0.0,0.0
2016-03-05 17:00:00,33.8,30.7,75.0,10.0,0.0,0.0,0.0,0.0
2016-03-05 18:00:00,32.67391304347826,30.7,75.0,10.0,0.0,0.0,0.0,0.0
2016-03-05 19:00:00,31.1,27.5,65.0,20.0,0.0,0.0,0.0,0.0
2016-03-05 20:00:00,28.6,27.5,65.0,20.0,0.0,0.0,0.0,0.0
2016-03-05 21:00:00,28.9,27.5,65.0,20.0,0.0,0.0,0.0,0.0
2016-03-05 22:00:00,25.8,26.5,85.0,24.0,0.0,0.0,0.0,0.0
2016-03-05 23:00:00,25.4,26.5,85.0,24.0,0.0,0.0,0.0,0.0
2016-03-06 00:00:00,27.2,26.5,85.0,24.0,3.598068669527898,0.0,0.0,1.47375
2016-03-06 01:00:00,24.8,26.1,85.0,23.0,0.0,0.0,0.0,0.0
2016-03-06 02:00:00,27.8,26.1,85.0,23.0,2.3642857142857143,1.0080102476515813,1.459933333333333,2.547462686567163
2016-03-06 03:00:00,25.0,26.1,85.0,23.0,0.0,0.0,0.0,0.0
2016-03-06 04:00:00,32.6,25.5,95.0,22.0,0.0,0.0,0.0,0.0
2016-03-06 05:00:00,33.1,25.5,95.0,22.0,0.0,0.0,0.0,0.0
2016-03-06 06:00:00,30.9,25.5,95.0,22.0,0.0,0.0,0.0,0.0
2016-03-06 07:00:00,35.3,26.4,105.0,16.0,0.0,0.0,0.0,0.0
2016-03-06 08:00:00,27.5,26.4,105.0,16.0,0.0,0.0,0.0,0.0
2016-03-06 09:00:00,25.0,26.4,105.0,16.0,0.0,0.0,0.0,0.0
2016-03-06 10:00:00,28.4,30.2,100.0,21.0,0.0,0.0,0.0,0.0
2016-03-06 11:00:00,31.7,30.2,100.0,21.0,0.0,0.0,0.0,0.0
2016-03-06 12:00:00,31.1,30.2,100.0,21.0,0.0,0.0,0.0,0.0
2016-03-06 13:00:00,27.3,31.8,110.0,16.0,8.839342498505683,6.370384785493133,5.535114503816808,9.908031837916061
2016-03-06 14:00:00,23.0,31.8,110.0,16.0,0.0,0.0,0.0,0.0
2016-03-06 15:00:00,23.0,31.8,110.0,16.0,0.0,0.0,0.0,0.0
2016-03-06 16:00:00,24.4,31.0,90.0,12.0,0.0,0.0,0.0,0.0
2016-03-06 17:00:00,23.5,31.0,90.0,12.0,0.0,0.0,0.0,0.0
2016-03-06 18:00:00,31.5,31.0,90.0,12.0,0.0,0.0,0.0,0.0
2016-03-06 19:00:00,30.6,27.8,55.0,18.0,0.0,0.0,0.0,0.0
2016-03-06 20:00:00,31.0,27.8,55.0,18.0,0.0,0.0,0.0,0.0
2016-03-06 21:00:00,29.4,27.8,55.0,18.0,0.0,0.0,0.0,0.0
2016-03-06 22:00:00,29.6,27.0,65.0,22.0,0.0,0.0,0.0,0.0
2016-03-06 23:00:00,26.2,27.0,65.0,22.0,0.0,0.0,0.0,0.0
2016-03-07 00:00:00,28.1,27.0,65.0,22.0,0.0,0.0,0.0,0.0
2016-03-07 01:00:00,26.8,26.2,75.0,18.0,0.0,0.0,0.0,0.0
2016-03-07 02:00:00,28.7,26.2,75.0,18.0,1.501139705882353,1.2109933283914014,1.287032258064514,1.492530120481928
2016-03-07 03:00:00,28.1,26.2,75.0,18.0,0.0,0.0,0.0,0.0
2016-03-07 04:00:00,27.5,25.4,90.0,15.0,0.0,0.0,0.0,0.0
2016-03-07 05:00:00,32.5,25.4,90.0,15.0,0.0,0.0,0.0,0.0
2016-03-07 06:00:00,34.1,25.4,90.0,15.0,0.0,0.0,0.0,0.0
2016-03-07 07:00:00,36.1,26.5,105.0,10.0,0.0,0.0,0.0,0.0
2016-03-07 08:00:00,28.1,26.5,105.0,10.0,0.0,0.0,0.0,0.0
2016-03-07 09:00:00,26.1,26.5,105.0,10.0,0.0,0.0,0.0,0.0
2016-03-07 10:00:00,30.2,30.4,90.0,14.0,0.0,0.0,0.0,0.0
2016-03-07 11:00:00,20.9,30.4,90.0,14.0,0.0,0.0,0.0,0.0
2016-03-07 12:00:00,27.3,30.4,90.0,14.0,0.0,0.0,0.0,0.0
2016-03-07 13:00:00,18.1,32.4,90.0,10.0,7.810736196319019,7.580468227424757,7.594541607898444,7.87912087912088
2016-03-07 14:00:00,19.9,32.4,90.0,10.0,0.0,21.236982758620687,0.0,0.0
2016-03-07 15:00:00,21.6,32.4,90.0,10.0,0.0,0.0,0.0,0.0
2016-03-07 16:00:00,20.6,31.1,75.0,9.0,0.0,0.0,0.0,0.0
2016-03-07 17:00:00,29.4,31.1,75.0,9.0,0.0,0.0,0.0,0.0
2016-03-07 18:00:00,27.6,31.1,75.0,9.0,0.0,0.0,0.0,0.0
2016-03-07 19:00:00,27.5,27.4,65.0,15.0,0.0,0.0,0.0,0.0
2016-03-07 20:00:00,25.3,27.4,65.0,15.0,0.0,0.0,0.0,0.0
2016-03-07 21:00:00,27.8,27.4,65.0,15.0,0.0,0.0,0.0,0.0
2016-03-07 22:00:00,27.4,26.7,85.0,17.0,0.0,0.0,0.0,0.0
2016-03-07 23:00:00,26.9,26.7,85.0,17.0,0.0,0.0,0.0,0.0
2016-03-08 00:00:00,21.9,26.7,85.0,17.0,0.0,0.0,0.0,0.0
2016-03-08 01:00:00,28.4,26.6,120.0,13.0,1.7768224299065432,1.4257645466847086,1.5734883720930235,2.4655970149253705
2016-03-08 02:00:00,30.4,26.6,120.0,13.0,0.0,0.0,0.0,0.0
2016-03-08 03:00:00,27.4,26.6,120.0,13.0,0.0,1.5940740740740742,0.0,0.0
2016-03-08 04:00:00,28.9,26.3,140.0,9.0,0.0,0.0,0.0,0.0
2016-03-08 05:00:00,30.6,26.3,140.0,9.0,0.0,0.0,0.0,0.0
2016-03-08 06:00:00,34.4,26.3,140.0,9.0,0.0,0.0,0.0,0.0
2016-03-08 07:00:00,38.7,27.4,145.0,7.0,0.0,0.0,0.0,0.0
2016-03-08 08:00:00,27.1,27.4,145.0,7.0,0.0,0.0,0.0,0.0
2016-03-08 09:00:00,26.1,27.4,145.0,7.0,0.0,0.0,0.0,0.0
2016-03-08 10:00:00,32.6,29.7,125.0,6.0,0.0,0.0,0.0,0.0
2016-03-08 11:00:00,29.5,29.7,125.0,6.0,0.0,0.0,0.0,0.0
2016-03-08 12:00:00,20.1,29.7,125.0,6.0,10.440399579390117,11.691854066985647,5.934231378763866,11.25474866310162
2016-03-08 13:00:00,23.8,32.0,85.0,3.0,0.0,0.0,0.0,0.0
2016-03-08 14:00:00,22.6,32.0,85.0,3.0,0.0,10.27217777777778,13.220309278350515,0.0
2016-03-08 15:00:00,20.0,32.0,85.0,3.0,0.0,0.0,0.0,0.0
2016-03-08 16:00:00,25.3,31.3,115.0,2.0,0.0,0.0,0.0,0.0
2016-03-08 17:00:00,26.1,31.3,115.0,2.0,0.0,0.0,0.0,0.0
2016-03-08 18:00:00,29.0,31.3,115.0,2.0,0.0,0.0,0.0,0.0
2016-03-08 19:00:00,27.2,27.6,110.0,4.0,0.0,0.0,0.0,0.0
2016-03-08 20:00:00,33.6,27.6,110.0,4.0,0.0,0.0,0.0,0.0
2016-03-08 21:00:00,23.1,27.6,110.0,4.0,0.0,0.0,0.0,0.0
2016-03-08 22:00:00,19.1,26.6,120.0,3.0,0.0,0.0,0.0,0.0
2016-03-08 23:00:00,22.6,26.6,120.0,3.0,0.0,0.0,0.0,0.0
2016-03-09 00:00:00,24.3,26.6,120.0,3.0,0.0,0.0,0.0,0.0
2016-03-09 01:00:00,27.4,26.0,215.0,5.0,1.9186425339366517,1.5478514588859407,1.6283948339483385,3.1292238267148007
2016-03-09 02:00:00,35.5,26.0,215.0,5.0,0.0,0.0,0.0,0.0
2016-03-09 03:00:00,34.0,26.0,215.0,5.0,0.0,1.4123529411764701,3.0116666666666667,0.0
2016-03-09 04:00:00,29.8,25.6,200.0,6.0,0.0,0.0,0.0,0.0
2016-03-09 05:00:00,26.9,25.6,200.0,6.0,0.0,0.0,0.0,0.0
2016-03-09 06:00:00,28.8,25.6,200.0,6.0,0.0,0.0,0.0,0.0
2016-03-09 07:00:00,29.6,26.9,205.0,5.0,0.0,0.0,0.0,0.0
2016-03-09 08:00:00,35.8,26.9,205.0,5.0,0.0,0.0,0.0,0.0
2016-03-09 09:00:00,33.8,26.9,205.0,5.0,0.0,0.0,0.0,0.0
2016-03-09 10:00:00,30.2,31.3,240.0,2.0,0.0,0.0,0.0,0.0
2016-03-09 11:00:00,30.0,31.3,240.0,2.0,0.0,0.0,0.0,0.0
2016-03-09 12:00:00,29.5,31.3,240.0,2.0,9.143222506393856,13.660192307692302,8.733545454545457,12.376624000000014
2016-03-09 13:00:00,27.9,32.9,185.0,3.0,0.0,0.0,0.0,0.0
2016-03-09 14:00:00,26.2,32.9,185.0,3.0,11.60870056497175,9.131869722557294,7.196749174917503,19.9604433497537
2016-03-09 15:00:00,26.2,32.9,185.0,3.0,0.0,0.0,0.0,0.0
2016-03-09 16:00:00,26.3,32.1,165.0,2.0,0.0,0.0,0.0,0.0
2016-03-09 17:00:00,29.8,32.1,165.0,2.0,0.0,0.0,0.0,0.0
2016-03-09 18:00:00,32.0,32.1,165.0,2.0,0.0,0.0,0.0,0.0
2016-03-09 19:00:00,33.5,27.5,90.0,10.0,0.0,0.0,0.0,0.0
2016-03-09 20:00:00,27.7,27.5,90.0,10.0,0.0,0.0,0.0,0.0
2016-03-09 21:00:00,19.3,27.5,90.0,10.0,0.0,0.0,0.0,0.0
2016-03-09 22:00:00,19.3,26.9,90.0,10.0,0.0,0.0,0.0,0.0
2016-03-09 23:00:00,19.9,26.9,90.0,10.0,0.0,0.0,0.0,0.0
2016-03-10 00:00:00,27.7,26.9,90.0,10.0,0.0,0.0,0.0,0.0
2016-03-10 01:00:00,28.40869565217391,26.3,85.0,5.0,2.2718591549295777,2.1766666666666667,2.13487870619946,3.067353723404259
2016-03-10 02:00:00,25.7,26.3,85.0,5.0,0.0,1.438703339882121,1.7862711864406777,3.519999999999999
2016-03-10 03:00:00,30.4,26.3,85.0,5.0,0.0,0.0,0.0,0.0
2016-03-10 04:00:00,31.2,26.0,85.0,4.0,0.0,0.0,0.0,0.0
2016-03-10 05:00:00,27.1,26.0,85.0,4.0,0.0,0.0,0.0,0.0
2016-03-10 06:00:00,32.4,26.0,85.0,4.0,0.0,0.0,0.0,0.0
2016-03-10 07:00:00,29.1,27.0,210.0,3.0,0.0,0.0,0.0,0.0
2016-03-10 08:00:00,36.8,27.0,210.0,3.0,0.0,0.0,0.0,0.0
2016-03-10 09:00:00,35.0,27.0,210.0,3.0,0.0,0.0,0.0,0.0
2016-03-10 10:00:00,30.7,31.6,335.0,1.0,0.0,0.0,0.0,0.0
2016-03-10 11:00:00,31.2,31.6,335.0,1.0,0.0,0.0,0.0,0.0
2016-03-10 12:00:00,32.7,31.6,335.0,1.0,11.228000000000002,0.0,0.0,22.421960784313722
2016-03-10 13:00:00,29.7,33.6,80.0,3.0,8.138111888111888,7.615445098718382,8.009979508196725,10.087799999999994
2016-03-10 14:00:00,25.7,33.6,80.0,3.0,0.0,0.0,0.0,0.0
2016-03-10 15:00:00,24.2,33.6,80.0,3.0,0.0,0.0,0.0,0.0
2016-03-10 16:00:00,25.9,32.4,60.0,8.0,0.0,0.0,0.0,0.0
2016-03-10 17:00:00,28.3,32.4,60.0,8.0,0.0,0.0,0.0,0.0
2016-03-10 18:00:00,28.8,32.4,60.0,8.0,0.0,0.0,0.0,0.0
2016-03-10 19:00:00,29.5,27.8,60.0,16.0,0.0,0.0,0.0,0.0
2016-03-10 20:00:00,25.4,27.8,60.0,16.0,0.0,0.0,0.0,0.0
2016-03-10 21:00:00,25.5,27.8,60.0,16.0,0.0,0.0,0.0,0.0
2016-03-10 22:00:00,17.2,26.8,70.0,21.0,0.0,0.0,0.0,0.0
2016-03-10 23:00:00,23.2,26.8,70.0,21.0,0.0,0.0,0.0,0.0
2016-03-11 00:00:00,23.5,26.8,70.0,21.0,2.2061818181818182,0.0,1.802777777777778,2.037142857142857
2016-03-11 01:00:00,27.6,26.2,90.0,17.0,0.0,0.0,0.0,0.0
2016-03-11 02:00:00,27.6,26.2,90.0,17.0,1.579411764705882,1.1890464547677257,1.702672176308539,1.0251851851851852
2016-03-11 03:00:00,27.6,26.2,90.0,17.0,0.0,0.0,0.0,0.0
2016-03-11 04:00:00,27.8,25.8,110.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 05:00:00,27.8,25.8,110.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 06:00:00,27.8,25.8,110.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 07:00:00,27.8,26.8,130.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 08:00:00,27.8,26.8,130.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 09:00:00,27.7,26.8,130.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 10:00:00,27.7,31.2,115.0,15.0,0.0,0.0,0.0,0.0
2016-03-11 11:00:00,27.7,31.2,115.0,15.0,0.0,0.0,0.0,0.0
2016-03-11 12:00:00,27.6,31.2,115.0,15.0,0.0,0.0,0.0,0.0
2016-03-11 13:00:00,27.7,33.3,115.0,13.0,11.678366271409729,9.125952251763431,5.517350157728713,17.243775510204078
2016-03-11 14:00:00,27.7,33.3,115.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 15:00:00,27.7,33.3,115.0,13.0,0.0,0.0,0.0,0.0
2016-03-11 16:00:00,27.7,31.8,95.0,11.0,0.0,0.0,0.0,0.0
2016-03-11 17:00:00,27.7,31.8,95.0,11.0,0.0,0.0,0.0,0.0
2016-03-11 18:00:00,27.8,31.8,95.0,11.0,0.0,0.0,0.0,0.0
2016-03-11 19:00:00,27.9,28.4,80.0,20.0,0.0,0.0,0.0,0.0
2016-03-11 20:00:00,27.9,28.4,80.0,20.0,0.0,0.0,0.0,0.0
2016-03-11 21:00:00,27.9,28.4,80.0,20.0,0.0,0.0,0.0,0.0
2016-03-11 22:00:00,27.9,27.3,85.0,26.0,0.0,0.0,0.0,0.0
2016-03-11 23:00:00,27.9,27.3,85.0,26.0,0.0,0.0,0.0,0.0
2016-03-12 00:00:00,27.8,27.3,85.0,26.0,1.4084615384615387,0.0,0.0,0.0
2016-03-12 01:00:00,27.8,26.6,90.0,9.0,0.0,0.0,0.0,0.0
2016-03-12 02:00:00,27.7,26.6,90.0,9.0,1.9591999999999992,1.1988313505948207,1.6613001912045888,2.2140000000000004
2016-03-12 03:00:00,27.7,26.6,90.0,9.0,0.0,0.0,0.0,0.0
2016-03-12 04:00:00,27.7,26.6,110.0,7.0,0.0,0.0,0.0,0.0
2016-03-12 05:00:00,27.8,26.6,110.0,7.0,0.0,0.0,0.0,0.0
2016-03-12 06:00:00,27.9,26.6,110.0,7.0,0.0,0.0,0.0,0.0
2016-03-12 07:00:00,27.8,27.1,130.0,10.0,0.0,0.0,0.0,0.0
2016-03-12 08:00:00,27.8,27.1,130.0,10.0,0.0,0.0,0.0,0.0
2016-03-12 09:00:00,27.8,27.1,130.0,10.0,0.0,0.0,0.0,0.0
2016-03-12 10:00:00,27.8,30.9,130.0,13.0,0.0,0.0,0.0,0.0
2016-03-12 11:00:00,27.8,30.9,130.0,13.0,0.0,0.0,0.0,0.0
2016-03-12 12:00:00,27.7,30.9,130.0,13.0,0.0,0.0,0.0,0.0
2016-03-12 13:00:00,27.7,31.5,145.0,13.0,10.484864420706653,9.243327586206906,6.988447204968948,12.138428571428571
2016-03-12 14:00:00,27.7,31.5,145.0,13.0,0.0,0.0,0.0,0.0
2016-03-12 15:00:00,27.6,31.5,145.0,13.0,0.0,18.71,0.0,0.0
2016-03-12 16:00:00,27.7,31.0,160.0,17.0,0.0,0.0,0.0,0.0
2016-03-12 17:00:00,19.5,31.0,160.0,17.0,0.0,0.0,0.0,0.0
2016-03-12 18:00:00,26.0,31.0,160.0,17.0,0.0,0.0,0.0,0.0
2016-03-12 19:00:00,21.2,27.9,155.0,21.0,0.0,0.0,0.0,0.0
2016-03-12 20:00:00,15.7,27.9,155.0,21.0,0.0,0.0,0.0,0.0
2016-03-12 21:00:00,14.2,27.9,155.0,21.0,0.0,0.0,0.0,0.0
2016-03-12 22:00:00,14.4,26.9,165.0,18.0,0.0,0.0,0.0,0.0
2016-03-12 23:00:00,15.0,26.9,165.0,18.0,0.0,0.0,0.0,0.0
2016-03-13 00:00:00,16.1,26.9,165.0,18.0,0.0,0.0,0.0,0.0
2016-03-13 01:00:00,22.8,26.2,190.0,15.0,1.9780976863753206,1.5687457240592906,1.5341529105125984,1.6784210526315786
2016-03-13 02:00:00,23.086956521739136,26.2,190.0,15.0,0.0,0.0,0.0,0.0
2016-03-13 03:00:00,22.4,26.2,190.0,15.0,0.0,2.66,0.0,0.0
2016-03-13 04:00:00,21.9,26.3,210.0,16.0,0.0,0.0,0.0,0.0
2016-03-13 05:00:00,22.9,26.3,210.0,16.0,0.0,0.0,0.0,0.0
2016-03-13 06:00:00,22.1,26.3,210.0,16.0,0.0,0.0,0.0,0.0
2016-03-13 07:00:00,23.7,27.2,210.0,16.0,0.0,0.0,0.0,0.0
2016-03-13 08:00:00,25.6,27.2,210.0,16.0,0.0,0.0,0.0,0.0
2016-03-13 09:00:00,23.4,27.2,210.0,16.0,0.0,0.0,0.0,0.0
2016-03-13 10:00:00,24.0,30.2,215.0,15.0,0.0,0.0,0.0,0.0
2016-03-13 11:00:00,25.8,30.2,215.0,15.0,0.0,0.0,0.0,0.0
2016-03-13 12:00:00,26.6,30.2,215.0,15.0,8.286297071129704,7.414827586206898,6.258388278388286,14.44265258215965
2016-03-13 13:00:00,27.1,31.7,220.0,12.0,0.0,9.173145491803277,4.239285714285714,31.405585106382965
2016-03-13 14:00:00,24.6,31.7,220.0,12.0,0.0,12.310825958702072,16.21,0.0
2016-03-13 15:00:00,23.7,31.7,220.0,12.0,0.0,0.0,0.0,0.0
2016-03-13 16:00:00,19.4,31.0,210.0,8.0,0.0,0.0,0.0,0.0
2016-03-13 17:00:00,19.0,31.0,210.0,8.0,0.0,0.0,0.0,0.0
2016-03-13 18:00:00,25.1,31.0,210.0,8.0,0.0,0.0,0.0,0.0
2016-03-13 19:00:00,30.5,27.5,155.0,7.0,0.0,0.0,0.0,0.0
2016-03-13 20:00:00,27.8,27.5,155.0,7.0,0.0,0.0,0.0,0.0
2016-03-13 21:00:00,23.6,27.5,155.0,7.0,0.0,0.0,0.0,0.0
2016-03-13 22:00:00,18.3,26.8,120.0,6.0,0.0,0.0,0.0,0.0
2016-03-13 23:00:00,14.6,26.8,120.0,6.0,0.0,0.0,0.0,0.0
2016-03-14 00:00:00,22.0,26.8,120.0,6.0,0.0,0.0,0.0,0.0
2016-03-14 01:00:00,19.3,26.0,65.0,4.0,1.5469710467706042,1.5105610561056104,2.171399711399711,1.8192517006802718
2016-03-14 02:00:00,23.9,26.0,65.0,4.0,0.0,0.0,0.0,0.0
2016-03-14 03:00:00,26.3,26.0,65.0,4.0,0.0,1.6736923076923076,0.0,0.0
2016-03-14 04:00:00,28.1,25.6,105.0,7.0,0.0,0.0,0.0,0.0
2016-03-14 05:00:00,25.9,25.6,105.0,7.0,0.0,0.0,0.0,0.0
2016-03-14 06:00:00,24.7,25.6,105.0,7.0,0.0,0.0,0.0,0.0
2016-03-14 07:00:00,29.0,27.0,180.0,9.0,0.0,0.0,0.0,0.0
2016-03-14 08:00:00,30.8,27.0,180.0,9.0,0.0,0.0,0.0,0.0
2016-03-14 09:00:00,30.4,27.0,180.0,9.0,0.0,0.0,0.0,0.0
2016-03-14 10:00:00,27.5,31.2,165.0,7.0,0.0,0.0,0.0,0.0
2016-03-14 11:00:00,22.7,31.2,165.0,7.0,0.0,0.0,0.0,0.0
2016-03-14 12:00:00,20.4,31.2,165.0,7.0,8.865921052631569,14.465605095541397,5.747448453608245,13.715726256983242
2016-03-14 13:00:00,19.8,33.1,135.0,9.0,0.0,0.0,0.0,0.0
2016-03-14 14:00:00,15.1,33.1,135.0,9.0,10.085454545454546,9.044593406593389,9.699835820895506,19.597374999999992
2016-03-14 15:00:00,22.530434782608697,33.1,135.0,9.0,0.0,0.0,0.0,0.0
2016-03-14 16:00:00,15.6,31.6,140.0,8.0,0.0,0.0,0.0,0.0
2016-03-14 17:00:00,22.1,31.6,140.0,8.0,0.0,0.0,0.0,0.0
2016-03-14 18:00:00,17.0,31.6,140.0,8.0,0.0,0.0,0.0,0.0
2016-03-14 19:00:00,21.0,27.9,145.0,6.0,0.0,0.0,0.0,0.0
2016-03-14 20:00:00,22.3,27.9,145.0,6.0,0.0,0.0,0.0,0.0
2016-03-14 21:00:00,19.4,27.9,145.0,6.0,0.0,0.0,0.0,0.0
2016-03-14 22:00:00,16.6,27.3,130.0,6.0,0.0,0.0,0.0,0.0
2016-03-14 23:00:00,18.3,27.3,130.0,6.0,0.0,0.0,0.0,0.0
2016-03-15 00:00:00,22.7,27.3,130.0,6.0,0.0,0.0,0.0,0.0
2016-03-15 01:00:00,29.7,26.5,115.0,8.0,2.8724277456647402,2.175846153846153,2.9167234848484864,1.4057142857142855
2016-03-15 02:00:00,18.0,26.5,115.0,8.0,0.0,1.6564672897196262,2.2229702970297036,3.936666666666666
2016-03-15 03:00:00,21.3,26.5,115.0,8.0,0.0,0.0,0.0,0.0
2016-03-15 04:00:00,24.5,26.3,160.0,10.0,0.0,0.0,0.0,0.0
2016-03-15 05:00:00,27.2,26.3,160.0,10.0,0.0,0.0,0.0,0.0
2016-03-15 06:00:00,25.3,26.3,160.0,10.0,0.0,0.0,0.0,0.0
2016-03-15 07:00:00,27.1,27.4,240.0,10.0,0.0,0.0,0.0,0.0
2016-03-15 08:00:00,25.4,27.4,240.0,10.0,0.0,0.0,0.0,0.0
2016-03-15 09:00:00,29.3,27.4,240.0,10.0,0.0,0.0,0.0,0.0
2016-03-15 10:00:00,31.1,31.6,245.0,7.0,0.0,0.0,0.0,0.0
2016-03-15 11:00:00,28.0,31.6,245.0,7.0,0.0,0.0,0.0,0.0
2016-03-15 12:00:00,27.2,31.6,245.0,7.0,11.88068181818182,0.0,10.538181818181815,12.95860655737705
2016-03-15 13:00:00,26.1,32.3,210.0,9.0,0.0,0.0,5.546250000000001,0.0
2016-03-15 14:00:00,25.9,32.3,210.0,9.0,10.314238578680206,12.175796747967505,7.683354231974916,15.26441573033708
