,Chiang Mai,Chiang Mai,Chiang Mai,Chiang Mai
,Temp,WindDir,Wind Speed,PM2.5
Datetime,,,,
2017-09-26 16:00:00,30.7,135,14,9.266666666666666
2017-09-26 19:00:00,25.6,145,24,8.55
2017-09-26 22:00:00,24.2,145,23,10.699999999999998
2017-09-27 01:00:00,23.0,145,25,11.7
2017-09-27 04:00:00,22.5,145,26,9.2
2017-09-27 07:00:00,24.2,140,14,11.866666666666667
2017-09-27 10:00:00,30.6,140,12,13.2
2017-09-27 13:00:00,31.4,155,12,15.1
2017-09-27 16:00:00,30.8,160,12,14.0
2017-09-27 19:00:00,25.4,150,14,10.966666666666669
2017-09-27 22:00:00,23.9,165,14,10.566666666666666
2017-09-28 01:00:00,23.0,170,10,16.0
2017-09-28 04:00:00,22.4,185,4,12.1
2017-09-28 07:00:00,24.0,200,7,14.166666666666666
2017-09-28 10:00:00,31.4,230,2,13.3
2017-09-28 13:00:00,34.0,270,5,14.300000000000002
2017-09-28 16:00:00,33.1,280,3,16.566666666666666
2017-09-28 19:00:00,26.9,330,3,18.33333333333333
2017-09-28 22:00:00,25.0,295,3,14.8
2017-09-29 01:00:00,23.8,350,2,11.5
2017-09-29 04:00:00,23.2,5,2,8.033333333333333
2017-09-29 07:00:00,24.3,95,4,6.833333333333333
2017-09-29 10:00:00,30.3,105,6,7.633333333333333
2017-09-29 13:00:00,31.8,95,3,10.9
2017-09-29 16:00:00,31.6,100,4,8.799999999999999
2017-09-29 19:00:00,25.4,65,12,7.366666666666667
2017-09-29 22:00:00,24.0,75,9,8.6
2017-09-30 01:00:00,22.7,130,13,10.266666666666667
2017-09-30 04:00:00,22.2,125,13,10.366666666666664
2017-09-30 07:00:00,23.6,125,10,15.6
2017-09-30 10:00:00,31.5,120,9,13.25
2017-09-30 13:00:00,33.3,125,7,18.966666666666665
2017-09-30 16:00:00,31.9,115,6,18.5
2017-09-30 19:00:00,25.8,85,7,17.53333333333333
2017-09-30 22:00:00,24.4,85,6,13.733333333333334
2017-10-01 01:00:00,23.1,115,7,15.2
2017-10-01 04:00:00,22.2,130,5,18.33333333333333
2017-10-01 07:00:00,23.8,135,6,15.0
2017-10-01 10:00:00,31.4,145,6,14.9
2017-10-01 13:00:00,33.2,150,4,16.433333333333334
2017-10-01 16:00:00,32.2,155,3,16.400000000000002
2017-10-01 19:00:00,26.2,300,2,12.233333333333334
2017-10-01 22:00:00,24.5,275,3,13.7
2017-10-02 01:00:00,23.3,300,4,17.400000000000002
2017-10-02 04:00:00,22.7,310,5,21.23333333333333
2017-10-02 07:00:00,24.2,30,4,15.266666666666667
2017-10-02 10:00:00,31.9,50,5,10.1
2017-10-02 13:00:00,34.2,20,6,15.4
2017-10-02 16:00:00,32.5,65,7,15.033333333333331
2017-10-02 19:00:00,26.3,45,10,10.833333333333334
2017-10-02 22:00:00,24.5,70,9,11.933333333333332
2017-10-03 01:00:00,23.2,120,11,16.333333333333332
2017-10-03 04:00:00,22.6,130,14,16.7
2017-10-03 07:00:00,23.8,110,13,7.75
2017-10-03 10:00:00,31.2,90,10,9.166666666666666
2017-10-03 13:00:00,30.9,80,10,9.333333333333332
2017-10-03 16:00:00,29.3,70,11,10.5
2017-10-03 19:00:00,25.2,65,13,11.933333333333332
2017-10-03 22:00:00,24.3,85,14,10.166666666666668
2017-10-04 01:00:00,23.1,110,21,11.2
2017-10-04 04:00:00,22.7,100,22,9.166666666666666
2017-10-04 07:00:00,24.1,85,28,10.3
2017-10-04 10:00:00,29.4,85,28,8.0
2017-10-04 13:00:00,30.7,80,22,9.55
2017-10-04 16:00:00,30.0,75,21,9.643333333333334
2017-10-04 19:00:00,23.9,105,35,9.643333333333334
2017-10-04 22:00:00,23.0,110,50,9.643333333333334
2017-10-05 01:00:00,22.1,110,49,8.666666666666666
2017-10-05 04:00:00,21.5,110,48,8.666666666666666
2017-10-05 07:00:00,22.3,105,51,7.366666666666667
2017-10-05 10:00:00,24.3,105,46,9.433333333333332
2017-10-05 13:00:00,29.7,130,31,12.433333333333332
2017-10-05 16:00:00,27.2,130,17,10.7
2017-10-05 19:00:00,23.0,100,16,7.066666666666666
2017-10-05 22:00:00,22.5,90,15,9.6
2017-10-06 01:00:00,21.3,90,10,8.733333333333333
2017-10-06 04:00:00,20.8,90,10,9.333333333333334
2017-10-06 07:00:00,22.3,95,11,8.666666666666666
2017-10-06 10:00:00,28.1,80,10,12.4
2017-10-06 13:00:00,31.0,80,10,9.783333333333333
2017-10-06 16:00:00,30.1,80,8,9.783333333333333
2017-10-06 19:00:00,24.6,60,10,9.783333333333333
2017-10-06 22:00:00,23.3,90,11,9.783333333333333
2017-10-07 01:00:00,22.3,110,7,13.164285714285716
2017-10-07 04:00:00,21.5,105,7,13.164285714285716
2017-10-07 07:00:00,22.9,100,7,13.164285714285716
2017-10-07 10:00:00,30.8,80,8,13.164285714285716
2017-10-07 13:00:00,33.3,80,8,13.164285714285716
2017-10-07 16:00:00,31.9,80,10,13.164285714285716
2017-10-07 19:00:00,25.6,80,11,13.164285714285716
2017-10-07 22:00:00,23.9,95,11,13.164285714285716
2017-10-08 01:00:00,22.6,130,11,10.96075
2017-10-08 04:00:00,22.0,115,11,10.96075
2017-10-08 07:00:00,23.2,100,15,10.96075
2017-10-08 10:00:00,30.7,95,15,10.96075
2017-10-08 13:00:00,31.3,105,14,10.96075
2017-10-08 16:00:00,30.6,100,12,10.96075
2017-10-08 19:00:00,25.5,95,18,10.96075
2017-10-08 22:00:00,24.0,110,25,10.96075
2017-10-09 01:00:00,22.8,110,27,10.96075
2017-10-09 04:00:00,22.0,110,23,10.96075
2017-10-09 07:00:00,23.3,95,22,10.96075
2017-10-09 10:00:00,30.5,85,16,10.96075
2017-10-09 13:00:00,33.4,70,9,10.96075
2017-10-09 16:00:00,32.0,60,8,10.96075
2017-10-09 19:00:00,25.7,25,14,10.96075
2017-10-09 22:00:00,24.1,35,16,10.96075
2017-10-10 01:00:00,22.9,40,18,10.96075
2017-10-10 04:00:00,22.5,35,22,10.96075
2017-10-10 07:00:00,23.7,30,23,10.96075
2017-10-10 10:00:00,31.7,35,22,10.96075
2017-10-10 13:00:00,34.4,50,15,10.96075
2017-10-10 16:00:00,29.2,45,31,10.96075
2017-10-10 19:00:00,25.0,40,39,10.96075
2017-10-10 22:00:00,23.9,40,40,10.96075
2017-10-11 01:00:00,23.5,20,20,8.847619047619048
2017-10-11 04:00:00,22.8,350,11,9.0
2017-10-11 07:00:00,23.0,305,9,8.899999999999999
2017-10-11 10:00:00,25.3,235,8,7.800000000000001
2017-10-11 13:00:00,28.4,220,11,7.566666666666666
2017-10-11 16:00:00,28.1,200,13,8.766666666666667
2017-10-11 19:00:00,23.7,200,18,10.466666666666669
2017-10-11 22:00:00,23.4,195,13,9.433333333333334
2017-10-12 01:00:00,22.6,180,12,10.3
2017-10-12 04:00:00,22.0,165,10,10.566666666666666
2017-10-12 07:00:00,23.0,160,12,10.0
2017-10-12 10:00:00,29.4,155,12,10.0
2017-10-12 13:00:00,31.1,160,11,12.6
2017-10-12 16:00:00,30.4,165,11,8.299999999999999
2017-10-12 19:00:00,24.7,165,11,7.0
2017-10-12 22:00:00,23.4,165,13,7.766666666666667
2017-10-13 01:00:00,22.4,160,14,10.666666666666666
2017-10-13 04:00:00,21.8,155,15,9.9
2017-10-13 07:00:00,23.3,160,12,10.766666666666666
2017-10-13 10:00:00,30.6,165,8,8.066666666666666
2017-10-13 13:00:00,31.9,170,9,9.2
2017-10-13 16:00:00,30.9,175,9,13.8
2017-10-13 19:00:00,25.2,225,4,15.3
2017-10-13 22:00:00,23.5,120,7,12.65
2017-10-14 01:00:00,22.6,140,11,11.766666666666666
2017-10-14 04:00:00,21.9,165,9,12.0
2017-10-14 07:00:00,23.1,165,10,11.283333333333333
2017-10-14 10:00:00,30.5,175,7,11.283333333333333
2017-10-14 13:00:00,32.3,180,3,11.066666666666668
2017-10-14 16:00:00,31.0,175,6,11.866666666666667
2017-10-14 19:00:00,25.1,245,5,13.666666666666666
2017-10-14 22:00:00,23.5,255,2,7.333333333333333
2017-10-15 01:00:00,22.6,230,2,7.900000000000001
2017-10-15 04:00:00,21.9,205,3,11.966666666666669
2017-10-15 07:00:00,23.1,65,1,10.766666666666666
2017-10-15 10:00:00,30.5,55,3,13.7
2017-10-15 13:00:00,33.3,190,1,17.4
2017-10-15 16:00:00,31.4,175,3,17.4
2017-10-15 19:00:00,25.4,265,4,13.188888888888888
2017-10-15 22:00:00,23.7,230,4,13.188888888888888
2017-10-16 01:00:00,22.6,230,5,11.366666666666667
2017-10-16 04:00:00,22.0,255,5,13.5
2017-10-16 07:00:00,23.1,320,7,7.366666666666667
2017-10-16 10:00:00,30.7,320,6,7.066666666666666
2017-10-16 13:00:00,34.5,310,5,9.766666666666667
2017-10-16 16:00:00,31.7,50,0,7.833333333333333
2017-10-16 19:00:00,25.6,20,3,8.233333333333333
2017-10-16 22:00:00,24.5,105,5,7.033333333333334
2017-10-17 01:00:00,23.7,120,7,7.833333333333333
2017-10-17 04:00:00,23.1,85,8,9.1
2017-10-17 07:00:00,23.5,65,12,11.066666666666668
2017-10-17 10:00:00,28.5,75,14,13.5
2017-10-17 13:00:00,27.9,90,19,15.566666666666668
2017-10-17 16:00:00,27.1,90,18,14.366666666666667
2017-10-17 19:00:00,23.2,100,17,12.033333333333331
2017-10-17 22:00:00,22.5,115,16,9.166666666666666
2017-10-18 01:00:00,21.6,115,16,8.4
2017-10-18 04:00:00,21.5,110,17,13.666666666666666
2017-10-18 07:00:00,22.2,95,21,9.133333333333333
2017-10-18 10:00:00,26.1,95,20,12.133333333333333
2017-10-18 13:00:00,27.5,115,15,14.7
2017-10-18 16:00:00,28.5,95,12,13.666666666666666
2017-10-18 19:00:00,23.1,90,14,9.3
2017-10-18 22:00:00,21.9,110,13,10.3
2017-10-19 01:00:00,21.2,120,12,17.333333333333332
2017-10-19 04:00:00,20.5,110,11,14.9
2017-10-19 07:00:00,21.9,100,12,15.35
2017-10-19 10:00:00,28.9,90,12,12.0
2017-10-19 13:00:00,31.2,80,10,10.9
2017-10-19 16:00:00,30.1,95,10,17.133333333333333
2017-10-19 19:00:00,24.0,100,9,14.633333333333336
2017-10-19 22:00:00,22.6,155,6,14.0
2017-10-20 01:00:00,21.8,235,7,17.0
2017-10-20 04:00:00,21.3,260,6,14.566666666666668
2017-10-20 07:00:00,22.5,270,5,11.033333333333331
2017-10-20 10:00:00,29.8,285,5,8.0
2017-10-20 13:00:00,32.6,270,4,13.95
2017-10-20 16:00:00,30.6,250,7,13.2
2017-10-20 19:00:00,24.8,260,14,15.266666666666666
2017-10-20 22:00:00,23.2,275,15,15.5
2017-10-21 01:00:00,22.2,285,11,10.0
2017-10-21 04:00:00,21.5,285,8,10.0
2017-10-21 07:00:00,22.7,280,5,13.6
2017-10-21 10:00:00,30.4,265,3,14.033333333333331
2017-10-21 13:00:00,32.5,210,4,13.25
2017-10-21 16:00:00,31.3,220,8,15.133333333333333
2017-10-21 19:00:00,25.5,235,13,16.066666666666666
2017-10-21 22:00:00,23.8,235,12,12.333333333333334
2017-10-22 01:00:00,22.6,250,13,10.433333333333332
2017-10-22 04:00:00,21.9,235,10,12.366666666666667
2017-10-22 07:00:00,23.2,220,9,13.05
2017-10-22 10:00:00,27.7,230,11,15.0
2017-10-22 13:00:00,32.0,215,9,15.033333333333331
2017-10-22 16:00:00,30.9,210,10,14.4
2017-10-22 19:00:00,25.0,235,14,12.766666666666666
2017-10-22 22:00:00,23.4,240,15,18.5
2017-10-23 01:00:00,22.4,245,13,12.3
2017-10-23 04:00:00,21.8,240,9,17.466666666666665
2017-10-23 07:00:00,22.9,210,6,13.233333333333334
2017-10-23 10:00:00,30.2,185,8,13.933333333333332
2017-10-23 13:00:00,31.1,180,10,14.0
2017-10-23 16:00:00,30.1,195,12,15.666666666666666
2017-10-23 19:00:00,24.7,205,10,15.4
2017-10-23 22:00:00,23.0,185,13,14.566666666666668
2017-10-24 01:00:00,22.2,165,20,13.7
2017-10-24 04:00:00,21.7,170,26,16.2
2017-10-24 07:00:00,23.2,170,30,15.266666666666666
2017-10-24 10:00:00,27.9,170,26,14.1
2017-10-24 13:00:00,29.3,165,25,15.6
2017-10-24 16:00:00,28.2,165,27,14.2
2017-10-24 19:00:00,23.7,165,29,14.844444444444443
2017-10-24 22:00:00,22.8,160,28,14.844444444444443
2017-10-25 01:00:00,22.2,160,23,8.533333333333333
2017-10-25 04:00:00,21.5,160,19,8.3
2017-10-25 07:00:00,22.5,165,17,17.96666666666667
2017-10-25 10:00:00,26.3,160,16,13.9
2017-10-25 13:00:00,29.1,150,13,19.0
2017-10-25 16:00:00,28.4,140,13,19.3
2017-10-25 19:00:00,23.3,140,14,15.15
2017-10-25 22:00:00,22.3,150,14,15.4
2017-10-26 01:00:00,21.4,140,13,14.2
2017-10-26 04:00:00,20.8,130,11,13.1
2017-10-26 07:00:00,22.0,120,10,15.766666666666667
2017-10-26 10:00:00,29.1,105,9,21.1
2017-10-26 13:00:00,30.8,105,7,16.041666666666664
2017-10-26 16:00:00,29.9,130,8,16.041666666666664
2017-10-26 19:00:00,24.1,115,8,16.041666666666664
2017-10-26 22:00:00,22.6,140,11,16.041666666666664
2017-10-27 01:00:00,21.4,135,13,13.133333333333336
2017-10-27 04:00:00,20.6,140,13,17.033333333333335
2017-10-27 07:00:00,21.8,135,12,15.466666666666669
2017-10-27 10:00:00,29.4,125,9,14.5
2017-10-27 13:00:00,31.6,105,5,16.566666666666666
2017-10-27 16:00:00,30.3,105,6,13.733333333333334
2017-10-27 19:00:00,24.2,80,8,16.75
2017-10-27 22:00:00,22.7,90,9,14.633333333333333
2017-10-28 01:00:00,21.6,120,10,14.0
2017-10-28 04:00:00,20.9,120,10,13.266666666666667
2017-10-28 07:00:00,22.0,120,13,17.099999999999998
2017-10-28 10:00:00,29.6,110,12,18.966666666666665
2017-10-28 13:00:00,31.0,105,8,16.066666666666666
2017-10-28 16:00:00,29.7,95,7,17.8
2017-10-28 19:00:00,23.7,75,14,13.6
2017-10-28 22:00:00,22.3,90,17,14.633333333333333
2017-10-29 01:00:00,21.4,105,19,14.566666666666668
2017-10-29 04:00:00,20.7,105,21,17.333333333333332
2017-10-29 07:00:00,21.7,95,22,22.0
2017-10-29 10:00:00,28.8,80,18,22.8
2017-10-29 13:00:00,31.3,55,15,20.466666666666665
2017-10-29 16:00:00,30.2,60,16,20.4
2017-10-29 19:00:00,23.4,70,22,19.594444444444445
2017-10-29 22:00:00,22.0,85,23,19.594444444444445
2017-10-30 01:00:00,20.8,80,20,23.7
2017-10-30 04:00:00,20.1,95,17,27.0
2017-10-30 07:00:00,20.4,90,18,30.066666666666663
2017-10-30 10:00:00,26.8,65,17,35.833333333333336
2017-10-30 13:00:00,29.1,40,16,37.43333333333333
2017-10-30 16:00:00,28.4,50,18,26.433333333333337
2017-10-30 19:00:00,20.8,75,19,23.3
2017-10-30 22:00:00,18.7,85,23,29.3
2017-10-31 01:00:00,17.6,110,19,23.966666666666665
2017-10-31 04:00:00,17.5,110,22,29.03333333333333
2017-10-31 07:00:00,17.9,105,25,29.3
2017-10-31 10:00:00,25.6,105,20,31.46666666666667
2017-10-31 13:00:00,29.3,95,11,31.933333333333334
2017-10-31 16:00:00,27.8,90,10,28.466666666666665
2017-10-31 19:00:00,20.7,85,9,25.2
2017-10-31 22:00:00,18.8,105,15,23.83333333333333
2017-11-01 01:00:00,17.2,120,18,30.7
2017-11-01 04:00:00,16.4,110,15,30.8
2017-11-01 07:00:00,17.4,100,14,26.166666666666668
2017-11-01 10:00:00,25.8,90,12,25.33333333333333
2017-11-01 13:00:00,30.4,80,9,30.3
2017-11-01 16:00:00,28.9,80,7,32.166666666666664
2017-11-01 19:00:00,21.1,85,10,29.5
2017-11-01 22:00:00,19.2,100,12,25.53333333333333
2017-11-02 01:00:00,18.1,115,11,25.96666666666667
2017-11-02 04:00:00,17.5,100,9,30.066666666666663
2017-11-02 07:00:00,19.1,100,11,24.766666666666666
2017-11-02 10:00:00,27.1,80,10,23.73333333333333
2017-11-02 13:00:00,29.0,60,9,27.7
2017-11-02 16:00:00,27.8,40,9,29.266666666666666
2017-11-02 19:00:00,21.8,50,15,23.2
2017-11-02 22:00:00,21.1,70,17,23.066666666666663
2017-11-03 01:00:00,20.0,80,19,25.899999999999995
2017-11-03 04:00:00,19.2,80,19,22.83333333333333
2017-11-03 07:00:00,19.6,75,19,19.46666666666667
2017-11-03 10:00:00,27.2,65,18,25.2
2017-11-03 13:00:00,30.8,55,13,29.933333333333334
2017-11-03 16:00:00,29.7,50,16,36.0
2017-11-03 19:00:00,22.6,65,27,40.13333333333333
2017-11-03 22:00:00,20.5,70,37,37.03333333333334
2017-11-04 01:00:00,19.2,80,36,36.833333333333336
2017-11-04 04:00:00,18.3,65,35,31.5
2017-11-04 07:00:00,18.3,70,56,33.766666666666666
2017-11-04 10:00:00,26.1,60,47,31.066666666666663
2017-11-04 13:00:00,29.6,45,21,31.133333333333336
2017-11-04 16:00:00,28.8,50,25,28.6
2017-11-04 19:00:00,21.3,60,38,29.5
2017-11-04 22:00:00,19.0,55,45,29.53333333333333
2017-11-05 01:00:00,17.5,60,44,34.46666666666667
2017-11-05 04:00:00,16.4,65,29,28.8
2017-11-05 07:00:00,16.9,65,14,28.366666666666664
2017-11-05 10:00:00,24.9,50,14,26.566666666666663
2017-11-05 13:00:00,29.3,45,11,33.4
2017-11-05 16:00:00,28.5,40,9,30.266666666666666
2017-11-05 19:00:00,21.7,40,11,32.800000000000004
2017-11-05 22:00:00,20.4,55,16,30.633333333333336
2017-11-06 01:00:00,19.9,50,20,31.8
2017-11-06 04:00:00,19.3,50,20,32.76666666666667
2017-11-06 07:00:00,20.0,45,20,34.733333333333334
2017-11-06 10:00:00,25.6,40,18,34.03333333333334
2017-11-06 13:00:00,25.2,40,13,34.86666666666667
2017-11-06 16:00:00,22.7,15,16,30.100000000000005
2017-11-06 19:00:00,20.2,35,17,24.4
2017-11-06 22:00:00,19.9,45,17,25.1
2017-11-07 01:00:00,19.3,50,17,27.066666666666663
2017-11-07 04:00:00,19.0,45,18,26.2
2017-11-07 07:00:00,19.2,45,22,20.366666666666667
2017-11-07 10:00:00,23.1,50,27,20.7
2017-11-07 13:00:00,25.0,50,26,27.7
2017-11-07 16:00:00,23.7,50,22,30.33333333333333
2017-11-07 19:00:00,20.2,55,20,15.666666666666666
2017-11-07 22:00:00,19.1,70,20,17.8
2017-11-08 01:00:00,18.6,80,18,21.53333333333333
2017-11-08 04:00:00,18.3,80,16,17.733333333333334
2017-11-08 07:00:00,19.7,75,17,13.666666666666666
2017-11-08 10:00:00,26.6,60,16,18.23333333333333
2017-11-08 13:00:00,28.9,70,11,17.666666666666668
2017-11-08 16:00:00,28.7,65,12,15.866666666666664
2017-11-08 19:00:00,22.4,85,12,17.233333333333334
2017-11-08 22:00:00,20.7,85,17,12.633333333333333
2017-11-09 01:00:00,19.5,75,17,13.266666666666666
2017-11-09 04:00:00,19.0,75,17,16.766666666666666
2017-11-09 07:00:00,20.5,85,17,15.533333333333331
2017-11-09 10:00:00,27.8,90,15,13.8
2017-11-09 13:00:00,30.4,95,8,13.0
2017-11-09 16:00:00,28.7,80,7,14.766666666666667
2017-11-09 19:00:00,22.9,95,16,14.566666666666668
2017-11-09 22:00:00,21.2,100,17,10.166666666666666
2017-11-10 01:00:00,20.2,110,22,15.7
2017-11-10 04:00:00,19.7,110,26,16.400000000000002
2017-11-10 07:00:00,20.8,110,26,9.833333333333334
2017-11-10 10:00:00,28.2,110,22,11.45
2017-11-10 13:00:00,30.7,110,13,18.433333333333334
2017-11-10 16:00:00,29.4,100,11,16.866666666666664
2017-11-10 19:00:00,23.5,90,14,12.75
2017-11-10 22:00:00,22.1,100,15,13.233333333333334
2017-11-11 01:00:00,21.0,120,20,13.833333333333334
2017-11-11 04:00:00,20.3,125,21,11.0
2017-11-11 07:00:00,21.4,125,22,12.833333333333334
2017-11-11 10:00:00,29.3,120,15,11.800000000000002
2017-11-11 13:00:00,31.9,110,6,17.666666666666668
2017-11-11 16:00:00,30.1,95,7,12.65
2017-11-11 19:00:00,24.0,90,9,10.2
2017-11-11 22:00:00,22.4,95,7,12.233333333333333
2017-11-12 01:00:00,21.4,110,10,15.466666666666669
2017-11-12 04:00:00,20.6,115,10,9.566666666666666
2017-11-12 07:00:00,21.5,120,10,9.3
2017-11-12 10:00:00,29.4,110,9,11.633333333333336
2017-11-12 13:00:00,31.3,120,8,14.3
2017-11-12 16:00:00,29.9,125,9,20.2
2017-11-12 19:00:00,24.0,130,11,16.2
2017-11-12 22:00:00,22.7,145,10,13.733333333333334
2017-11-13 01:00:00,21.6,165,9,16.966666666666665
2017-11-13 04:00:00,20.8,180,7,17.3
2017-11-13 07:00:00,21.8,150,6,15.866666666666667
2017-11-13 10:00:00,29.5,145,5,18.866666666666667
2017-11-13 13:00:00,32.1,135,4,18.76666666666667
2017-11-13 16:00:00,30.5,110,5,19.5
2017-11-13 19:00:00,24.2,100,6,16.633333333333336
2017-11-13 22:00:00,23.0,125,9,16.1
2017-11-14 01:00:00,21.9,145,10,16.23333333333333
2017-11-14 04:00:00,21.2,150,9,18.53333333333333
2017-11-14 07:00:00,22.1,125,9,19.1
2017-11-14 10:00:00,29.8,105,8,19.866666666666664
2017-11-14 13:00:00,32.3,85,7,24.33333333333333
2017-11-14 16:00:00,30.7,85,9,28.3
2017-11-14 19:00:00,24.9,95,11,20.133333333333333
2017-11-14 22:00:00,23.4,105,14,15.233333333333334
2017-11-15 01:00:00,22.2,120,16,20.83333333333333
2017-11-15 04:00:00,21.4,125,16,23.066666666666663
2017-11-15 07:00:00,22.4,125,17,16.1
2017-11-15 10:00:00,30.2,115,15,15.2
2017-11-15 13:00:00,32.1,115,10,22.3
2017-11-15 16:00:00,30.9,110,10,22.23333333333333
2017-11-15 19:00:00,24.5,100,14,21.23333333333333
2017-11-15 22:00:00,23.2,110,18,19.466666666666665
2017-11-16 01:00:00,21.9,125,17,18.53333333333333
2017-11-16 04:00:00,21.1,125,16,24.100000000000005
2017-11-16 07:00:00,22.1,125,21,17.733333333333334
2017-11-16 10:00:00,30.2,125,19,19.33333333333333
2017-11-16 13:00:00,32.3,135,9,21.73333333333333
2017-11-16 16:00:00,30.8,140,9,20.76666666666667
2017-11-16 19:00:00,24.8,145,7,20.266666666666666
2017-11-16 22:00:00,23.3,185,6,18.2
2017-11-17 01:00:00,22.4,190,11,21.933333333333337
2017-11-17 04:00:00,21.5,190,10,20.3
2017-11-17 07:00:00,22.4,185,13,20.65
2017-11-17 10:00:00,29.9,185,12,18.46666666666667
2017-11-17 13:00:00,32.5,210,6,15.466666666666669
2017-11-17 16:00:00,31.6,225,5,24.2
2017-11-17 19:00:00,25.4,300,5,17.2
2017-11-17 22:00:00,23.8,320,10,10.35
2017-11-18 01:00:00,22.7,330,11,10.8
2017-11-18 04:00:00,21.9,335,9,13.9
2017-11-18 07:00:00,22.5,340,9,15.233333333333334
2017-11-18 10:00:00,30.5,345,10,18.133333333333333
2017-11-18 13:00:00,34.9,355,9,23.96666666666667
2017-11-18 16:00:00,33.0,20,7,20.23333333333333
2017-11-18 19:00:00,25.7,30,11,18.3
2017-11-18 22:00:00,23.8,15,9,12.1
2017-11-19 01:00:00,22.7,25,8,13.966666666666669
2017-11-19 04:00:00,21.8,65,7,11.4
2017-11-19 07:00:00,22.3,60,7,17.8
2017-11-19 10:00:00,30.5,85,9,18.866666666666667
2017-11-19 13:00:00,34.4,95,6,27.899999999999995
2017-11-19 16:00:00,32.1,100,5,28.05
2017-11-19 19:00:00,25.7,95,7,24.73333333333333
2017-11-19 22:00:00,23.9,105,9,17.400000000000002
2017-11-20 01:00:00,22.8,100,7,17.23333333333333
2017-11-20 04:00:00,22.0,110,8,16.266666666666666
2017-11-20 07:00:00,22.6,120,7,20.83333333333333
2017-11-20 10:00:00,29.8,115,5,21.2
2017-11-20 13:00:00,31.6,120,6,23.700000000000003
2017-11-20 16:00:00,30.3,125,7,24.4
2017-11-20 19:00:00,24.6,115,8,20.933333333333334
2017-11-20 22:00:00,23.2,130,15,21.76666666666667
2017-11-21 01:00:00,22.2,130,16,22.6
2017-11-21 04:00:00,21.5,130,20,25.46666666666667
2017-11-21 07:00:00,22.3,135,21,21.633333333333336
2017-11-21 10:00:00,29.6,140,18,14.733333333333334
2017-11-21 13:00:00,30.6,135,16,15.199999999999998
2017-11-21 16:00:00,29.6,125,14,20.433333333333334
2017-11-21 19:00:00,23.9,120,18,15.166666666666666
2017-11-21 22:00:00,22.7,120,17,15.866666666666664
2017-11-22 01:00:00,21.8,125,14,18.466666666666665
2017-11-22 04:00:00,21.0,135,11,19.83333333333333
2017-11-22 07:00:00,21.7,140,12,16.0
2017-11-22 10:00:00,28.6,145,14,17.433333333333334
2017-11-22 13:00:00,29.9,140,15,21.25
2017-11-22 16:00:00,28.3,150,17,19.45
2017-11-22 19:00:00,23.6,155,21,16.599999999999998
2017-11-22 22:00:00,22.6,165,27,12.9
2017-11-23 01:00:00,21.9,165,29,20.03333333333333
2017-11-23 04:00:00,21.2,170,27,27.6
2017-11-23 07:00:00,21.6,170,25,23.33333333333333
2017-11-23 10:00:00,27.2,170,23,12.25
2017-11-23 13:00:00,29.0,160,20,20.0
2017-11-23 16:00:00,27.8,175,21,19.1
2017-11-23 19:00:00,23.0,170,28,22.7
2017-11-23 22:00:00,22.3,170,30,21.33333333333333
2017-11-24 01:00:00,21.6,165,29,20.466666666666665
2017-11-24 04:00:00,21.4,170,28,17.9
2017-11-24 07:00:00,21.7,170,27,15.699999999999998
2017-11-24 10:00:00,25.7,170,25,18.433333333333334
2017-11-24 13:00:00,25.4,165,26,16.933333333333334
2017-11-24 16:00:00,25.6,170,30,18.23333333333333
2017-11-24 19:00:00,21.8,180,33,12.733333333333334
2017-11-24 22:00:00,20.9,180,35,13.833333333333334
2017-11-25 01:00:00,20.0,180,35,16.599999999999998
2017-11-25 04:00:00,19.4,180,30,19.3
2017-11-25 07:00:00,20.1,180,25,19.75
2017-11-25 10:00:00,26.1,180,18,16.400000000000002
2017-11-25 13:00:00,28.0,175,11,23.15
2017-11-25 16:00:00,27.3,150,13,17.133333333333336
2017-11-25 19:00:00,21.8,150,17,16.566666666666666
2017-11-25 22:00:00,20.7,150,18,11.233333333333334
2017-11-26 01:00:00,19.5,140,17,12.733333333333334
2017-11-26 04:00:00,18.7,130,15,11.366666666666667
2017-11-26 07:00:00,18.8,105,14,12.133333333333336
2017-11-26 10:00:00,25.8,95,13,8.200000000000001
2017-11-26 13:00:00,29.1,100,10,19.8
2017-11-26 16:00:00,28.2,105,10,17.266666666666666
2017-11-26 19:00:00,21.3,125,11,13.6
2017-11-26 22:00:00,19.7,140,14,15.566666666666668
2017-11-27 01:00:00,18.4,155,16,15.066666666666668
2017-11-27 04:00:00,17.7,165,13,18.03333333333333
2017-11-27 07:00:00,18.0,165,10,16.433333333333334
2017-11-27 10:00:00,26.4,170,6,20.466666666666665
2017-11-27 13:00:00,28.8,155,3,26.633333333333336
2017-11-27 16:00:00,27.9,140,5,27.3
2017-11-27 19:00:00,21.2,155,5,20.73333333333333
2017-11-27 22:00:00,19.5,180,6,16.066666666666666
2017-11-28 01:00:00,18.4,170,9,22.566666666666663
2017-11-28 04:00:00,17.5,170,11,29.53333333333333
2017-11-28 07:00:00,17.9,180,9,19.95
2017-11-28 10:00:00,26.4,180,6,21.2
2017-11-28 13:00:00,29.1,150,5,27.6
2017-11-28 16:00:00,28.3,110,4,30.76666666666667
2017-11-28 19:00:00,21.3,105,6,18.666666666666668
2017-11-28 22:00:00,19.7,130,11,18.85
