,Chiang Mai,Chiang Mai,Chiang Mai,Chiang Mai
,Temp,WindDir,Wind Speed,PM2.5
Datetime,,,,
2016-03-03 07:00:00,19.9,210,7,53.7
2016-03-03 10:00:00,29.8,205,6,46.93333333333334
2016-03-03 13:00:00,33.7,240,3,35.96666666666667
2016-03-03 16:00:00,33.4,230,5,39.7
2016-03-03 19:00:00,24.4,220,10,41.16666666666666
2016-03-03 22:00:00,21.8,220,16,37.63333333333333
2016-03-04 01:00:00,21.5,220,15,27.53333333333333
2016-03-04 04:00:00,20.3,235,14,37.26666666666667
2016-03-04 07:00:00,20.9,240,15,38.36666666666667
2016-03-04 10:00:00,30.8,235,12,41.36666666666667
2016-03-04 13:00:00,34.5,230,9,39.03333333333333
2016-03-04 16:00:00,34.8,230,10,39.13333333333333
2016-03-04 19:00:00,26.3,205,14,44.9
2016-03-04 22:00:00,23.6,215,15,44.9
2016-03-05 01:00:00,21.8,220,17,44.9
2016-03-05 04:00:00,20.3,230,15,44.9
2016-03-05 07:00:00,21.0,235,7,44.93333333333334
2016-03-05 10:00:00,32.0,215,7,44.9
2016-03-05 13:00:00,35.4,200,5,44.9
2016-03-05 16:00:00,35.4,190,7,43.633333333333326
2016-03-05 19:00:00,25.7,185,11,51.43333333333334
2016-03-05 22:00:00,22.7,200,14,46.76666666666667
2016-03-06 01:00:00,21.7,200,18,44.56666666666666
2016-03-06 04:00:00,20.0,210,14,59.5
2016-03-06 07:00:00,21.5,205,12,70.2
2016-03-06 10:00:00,32.2,200,12,49.0
2016-03-06 13:00:00,34.6,200,12,52.46666666666667
2016-03-06 16:00:00,35.3,210,10,57.2
2016-03-06 19:00:00,25.9,220,10,63.46666666666666
2016-03-06 22:00:00,24.3,235,13,49.53333333333334
2016-03-07 01:00:00,22.8,250,18,42.833333333333336
2016-03-07 04:00:00,21.0,255,17,48.79999999999999
2016-03-07 07:00:00,21.2,260,17,45.43333333333334
2016-03-07 10:00:00,32.6,255,15,40.833333333333336
2016-03-07 13:00:00,36.5,230,12,37.3
2016-03-07 16:00:00,36.9,240,15,41.96666666666666
2016-03-07 19:00:00,26.9,255,21,50.833333333333336
2016-03-07 22:00:00,25.5,265,17,35.7
2016-03-08 01:00:00,22.5,260,15,25.166666666666668
2016-03-08 04:00:00,20.6,255,18,41.0
2016-03-08 07:00:00,21.6,260,19,39.63333333333333
2016-03-08 10:00:00,32.0,245,20,41.46666666666667
2016-03-08 13:00:00,36.6,250,16,41.96666666666667
2016-03-08 16:00:00,37.3,250,18,44.53333333333333
2016-03-08 19:00:00,27.4,265,18,47.4
2016-03-08 22:00:00,24.8,275,17,44.133333333333326
2016-03-09 01:00:00,22.0,270,18,39.9
2016-03-09 04:00:00,20.2,280,16,41.96666666666667
2016-03-09 07:00:00,21.0,295,13,43.76666666666667
2016-03-09 10:00:00,32.9,260,11,49.8
2016-03-09 13:00:00,37.7,250,10,48.56666666666666
2016-03-09 16:00:00,37.7,255,13,49.93333333333334
2016-03-09 19:00:00,27.2,265,14,59.06666666666666
2016-03-09 22:00:00,26.0,270,17,53.3
2016-03-10 01:00:00,23.6,280,18,45.15
2016-03-10 04:00:00,21.7,295,17,44.333333333333336
2016-03-10 07:00:00,22.6,260,6,49.36666666666667
2016-03-10 10:00:00,33.6,230,4,47.20000000000001
2016-03-10 13:00:00,38.4,340,2,38.5
2016-03-10 16:00:00,37.9,260,1,54.96666666666667
2016-03-10 19:00:00,28.9,185,5,66.00000000000001
2016-03-10 22:00:00,26.6,200,11,63.03333333333333
2016-03-11 01:00:00,24.8,180,14,63.5
2016-03-11 04:00:00,23.3,205,13,63.8
2016-03-11 07:00:00,24.8,215,10,64.0
2016-03-11 10:00:00,34.5,205,10,64.0
2016-03-11 13:00:00,36.8,185,12,63.56666666666666
2016-03-11 16:00:00,36.6,195,12,63.6
2016-03-11 19:00:00,29.7,185,13,63.86666666666667
2016-03-11 22:00:00,27.7,185,18,63.86666666666667
2016-03-12 01:00:00,25.0,210,6,63.93333333333334
2016-03-12 04:00:00,23.1,225,8,63.66666666666666
2016-03-12 07:00:00,25.0,215,8,64.0
2016-03-12 10:00:00,32.1,200,8,63.86666666666667
2016-03-12 13:00:00,35.2,200,13,63.6
2016-03-12 16:00:00,37.0,215,13,55.0
2016-03-12 19:00:00,27.7,240,22,53.76666666666667
2016-03-12 22:00:00,27.0,265,19,43.9
2016-03-13 01:00:00,24.0,270,19,42.05
2016-03-13 04:00:00,22.7,270,18,23.23333333333333
2016-03-13 07:00:00,23.8,285,10,41.63333333333333
2016-03-13 10:00:00,32.7,275,9,34.666666666666664
2016-03-13 13:00:00,38.0,240,6,31.1
2016-03-13 16:00:00,38.2,245,7,53.16666666666666
2016-03-13 19:00:00,29.2,260,9,59.53333333333333
2016-03-13 22:00:00,27.1,240,6,50.8
2016-03-14 01:00:00,24.7,210,1,57.333333333333336
2016-03-14 04:00:00,23.2,285,3,64.23333333333333
2016-03-14 07:00:00,24.5,195,8,84.93333333333334
2016-03-14 10:00:00,34.1,190,8,74.56666666666668
2016-03-14 13:00:00,37.2,165,6,73.1
2016-03-14 16:00:00,37.8,190,4,71.53333333333333
2016-03-14 19:00:00,29.1,220,3,73.03333333333333
2016-03-14 22:00:00,27.4,215,7,64.7
2016-03-15 01:00:00,25.6,230,6,48.8
2016-03-15 04:00:00,23.5,220,8,46.133333333333326
2016-03-15 07:00:00,25.2,235,9,55.366666666666674
2016-03-15 10:00:00,35.0,235,11,46.53333333333334
2016-03-15 13:00:00,37.7,220,9,45.76666666666666
2016-03-15 16:00:00,37.8,230,14,53.03333333333333
2016-03-15 19:00:00,30.0,245,20,66.36666666666666
2016-03-15 22:00:00,26.1,245,21,46.76666666666667
2016-03-16 01:00:00,22.5,250,27,42.1
2016-03-16 04:00:00,20.5,265,24,41.4
2016-03-16 07:00:00,22.9,245,16,50.7
2016-03-16 10:00:00,32.8,240,17,54.43333333333334
2016-03-16 13:00:00,36.8,220,14,47.4
2016-03-16 16:00:00,37.9,225,15,53.4
2016-03-16 19:00:00,28.7,240,17,64.66666666666667
2016-03-16 22:00:00,25.9,250,15,54.16666666666666
2016-03-17 01:00:00,23.4,245,16,40.2
2016-03-17 04:00:00,22.0,260,18,35.3
2016-03-17 07:00:00,24.1,280,16,40.06666666666667
2016-03-17 10:00:00,33.7,270,14,54.76666666666667
2016-03-17 13:00:00,37.5,250,14,50.1
2016-03-17 16:00:00,38.1,255,20,51.5
2016-03-17 19:00:00,28.8,255,21,66.8
2016-03-17 22:00:00,27.1,270,26,58.93333333333333
2016-03-18 01:00:00,23.4,280,23,37.36666666666667
2016-03-18 04:00:00,21.1,280,23,40.63333333333333
2016-03-18 07:00:00,23.3,265,17,42.16666666666667
2016-03-18 10:00:00,34.1,235,16,43.4
2016-03-18 13:00:00,37.5,230,17,43.06666666666666
2016-03-18 16:00:00,38.3,240,20,45.53333333333333
2016-03-18 19:00:00,28.9,250,22,65.5
2016-03-18 22:00:00,26.8,260,27,57.56666666666666
2016-03-19 01:00:00,23.8,265,27,51.0
2016-03-19 04:00:00,21.9,265,26,44.9
2016-03-19 07:00:00,24.0,270,19,49.43333333333334
2016-03-19 10:00:00,34.0,260,15,91.33333333333331
2016-03-19 13:00:00,38.7,250,12,76.06666666666668
2016-03-19 16:00:00,38.7,245,16,78.2
2016-03-19 19:00:00,29.3,255,17,100.13333333333333
2016-03-19 22:00:00,27.1,260,19,105.5
2016-03-20 01:00:00,24.6,275,24,93.66666666666669
2016-03-20 04:00:00,22.7,285,23,94.53333333333336
2016-03-20 07:00:00,24.7,280,19,76.16666666666667
2016-03-20 10:00:00,34.0,250,15,98.63333333333333
2016-03-20 13:00:00,38.2,230,13,98.53333333333336
2016-03-20 16:00:00,39.1,245,15,103.16666666666669
2016-03-20 19:00:00,29.2,260,18,118.90000000000002
2016-03-20 22:00:00,27.6,275,26,92.1
2016-03-21 01:00:00,24.0,270,28,64.53333333333335
2016-03-21 04:00:00,22.7,265,25,54.3
2016-03-21 07:00:00,24.2,260,29,88.40000000000002
2016-03-21 10:00:00,33.5,265,21,66.36666666666667
2016-03-21 13:00:00,38.5,250,14,53.9
2016-03-21 16:00:00,38.1,240,20,64.3
2016-03-21 19:00:00,29.4,255,24,71.93333333333332
2016-03-21 22:00:00,26.8,260,29,62.96666666666667
2016-03-22 01:00:00,23.6,270,27,50.03333333333334
2016-03-22 04:00:00,21.9,270,24,48.26666666666667
2016-03-22 07:00:00,24.1,275,22,69.4
2016-03-22 10:00:00,33.3,275,18,90.86666666666667
2016-03-22 13:00:00,37.4,275,17,86.16666666666667
2016-03-22 16:00:00,37.8,270,20,87.09999999999998
2016-03-22 19:00:00,28.3,280,17,103.53333333333336
2016-03-22 22:00:00,25.8,275,20,91.46666666666664
2016-03-23 01:00:00,24.0,285,24,55.93333333333334
2016-03-23 04:00:00,22.8,280,22,57.53333333333334
2016-03-23 07:00:00,23.9,280,15,87.96666666666665
2016-03-23 10:00:00,34.0,260,14,96.93333333333334
2016-03-23 13:00:00,38.2,250,12,91.13333333333333
2016-03-23 16:00:00,38.3,245,13,99.93333333333332
2016-03-23 19:00:00,28.4,245,16,113.53333333333336
2016-03-23 22:00:00,26.9,270,25,89.40000000000002
2016-03-24 01:00:00,23.8,275,29,75.63333333333334
2016-03-24 04:00:00,22.4,290,23,77.63333333333334
2016-03-24 07:00:00,24.4,285,19,101.13333333333333
2016-03-24 10:00:00,33.5,300,13,93.0
2016-03-24 13:00:00,39.0,315,4,99.93333333333334
2016-03-24 16:00:00,37.1,295,6,123.46666666666664
2016-03-24 19:00:00,28.4,255,7,133.73333333333332
2016-03-24 22:00:00,26.5,245,8,165.29999999999998
2016-03-25 01:00:00,24.6,215,5,136.5
2016-03-25 04:00:00,23.2,190,4,113.09999999999998
2016-03-25 07:00:00,26.6,55,6,114.16666666666669
2016-03-25 10:00:00,33.5,115,12,118.7
2016-03-25 13:00:00,35.3,155,24,98.3
2016-03-25 16:00:00,36.5,160,24,93.36666666666667
2016-03-25 19:00:00,30.3,165,30,102.03333333333336
2016-03-25 22:00:00,27.6,170,40,98.76666666666668
2016-03-26 01:00:00,26.1,185,46,70.5
2016-03-26 04:00:00,22.9,180,41,66.13333333333333
2016-03-26 07:00:00,24.1,190,32,78.89999999999999
2016-03-26 10:00:00,29.8,190,20,80.49999999999999
2016-03-26 13:00:00,33.3,195,16,74.46666666666668
2016-03-26 16:00:00,34.2,175,14,79.66666666666667
2016-03-26 19:00:00,28.4,150,24,97.56666666666668
2016-03-26 22:00:00,26.7,175,32,83.63333333333334
2016-03-27 01:00:00,25.4,180,42,63.0
2016-03-27 04:00:00,23.5,185,30,69.2
2016-03-27 07:00:00,24.4,210,15,69.30000000000001
2016-03-27 10:00:00,30.8,205,12,61.5
2016-03-27 13:00:00,34.8,190,13,58.8
2016-03-27 16:00:00,35.1,165,18,61.6
2016-03-27 19:00:00,29.0,185,20,82.43333333333334
2016-03-27 22:00:00,26.5,200,28,83.3
2016-03-28 01:00:00,24.3,205,24,45.95
2016-03-28 04:00:00,22.4,210,20,43.26666666666666
2016-03-28 07:00:00,24.4,215,14,54.23333333333333
2016-03-28 10:00:00,29.8,185,13,59.13333333333333
2016-03-28 13:00:00,34.5,190,8,59.56666666666666
2016-03-28 16:00:00,33.9,180,12,62.55
2016-03-28 19:00:00,28.2,175,14,79.23333333333333
2016-03-28 22:00:00,27.2,190,25,62.43333333333334
2016-03-29 01:00:00,24.4,220,20,49.333333333333336
2016-03-29 04:00:00,22.1,230,21,40.2
2016-03-29 07:00:00,24.1,220,18,54.4
2016-03-29 10:00:00,29.8,215,15,60.8
2016-03-29 13:00:00,33.9,215,16,70.13333333333334
2016-03-29 16:00:00,35.2,210,16,73.3
2016-03-29 19:00:00,30.0,215,17,81.16666666666667
2016-03-29 22:00:00,25.9,215,16,75.53333333333333
2016-03-30 01:00:00,23.7,250,15,71.93333333333334
2016-03-30 04:00:00,21.8,250,15,50.86666666666667
2016-03-30 07:00:00,24.7,220,7,66.63333333333333
2016-03-30 10:00:00,33.6,205,7,69.6
2016-03-30 13:00:00,36.5,180,7,75.73333333333333
2016-03-30 16:00:00,36.6,175,7,99.5
2016-03-30 19:00:00,28.6,150,12,127.86666666666667
2016-03-30 22:00:00,26.1,170,17,117.83333333333331
2016-03-31 01:00:00,25.0,190,19,83.6
2016-03-31 04:00:00,23.6,220,13,56.0
2016-03-31 07:00:00,26.0,260,7,78.4
2016-03-31 10:00:00,33.9,225,4,78.43333333333334
2016-03-31 13:00:00,38.0,220,7,69.56666666666666
2016-03-31 16:00:00,38.0,220,8,77.36666666666666
2016-03-31 19:00:00,28.7,225,10,96.86666666666667
2016-03-31 22:00:00,27.6,245,11,74.43333333333332
2016-04-01 01:00:00,25.2,220,7,45.06666666666666
2016-04-01 04:00:00,23.8,230,11,30.46666666666667
2016-04-01 07:00:00,26.9,255,11,25.566666666666663
2016-04-01 10:00:00,34.3,245,11,39.86666666666667
2016-04-01 13:00:00,37.0,240,16,56.7
2016-04-01 16:00:00,36.7,220,17,62.73333333333333
2016-04-01 19:00:00,30.9,205,24,72.66666666666666
2016-04-01 22:00:00,26.9,215,25,68.16666666666667
2016-04-02 01:00:00,24.0,245,29,38.8
2016-04-02 04:00:00,22.5,245,28,33.63333333333333
2016-04-02 07:00:00,24.8,280,22,53.16666666666666
2016-04-02 10:00:00,33.9,265,15,67.4
2016-04-02 13:00:00,36.8,235,17,80.06666666666666
2016-04-02 16:00:00,37.5,225,22,81.0
2016-04-02 19:00:00,29.1,230,24,88.76666666666665
2016-04-02 22:00:00,25.4,255,22,75.00000000000001
2016-04-03 01:00:00,22.3,270,24,68.36666666666666
2016-04-03 04:00:00,21.1,275,22,67.0
2016-04-03 07:00:00,24.4,295,15,72.93333333333332
2016-04-03 10:00:00,34.8,280,11,74.56666666666666
2016-04-03 13:00:00,37.9,225,8,71.86666666666666
2016-04-03 16:00:00,37.8,220,10,76.16666666666667
2016-04-03 19:00:00,28.9,240,10,89.06666666666668
2016-04-03 22:00:00,27.8,275,14,93.03333333333336
2016-04-04 01:00:00,25.6,285,27,58.3
2016-04-04 04:00:00,23.6,285,25,52.03333333333333
2016-04-04 07:00:00,26.4,290,17,73.36666666666667
2016-04-04 10:00:00,35.0,270,14,76.8
2016-04-04 13:00:00,38.0,220,11,72.63333333333334
2016-04-04 16:00:00,38.3,215,13,74.5
2016-04-04 19:00:00,31.8,220,15,69.63333333333334
2016-04-04 22:00:00,30.4,270,22,61.26666666666666
2016-04-05 01:00:00,25.5,255,33,52.16666666666666
2016-04-05 04:00:00,24.1,260,31,56.1
2016-04-05 07:00:00,25.9,270,30,83.86666666666667
2016-04-05 10:00:00,34.4,255,22,82.16666666666667
2016-04-05 13:00:00,39.0,225,18,77.53333333333333
2016-04-05 16:00:00,39.7,235,20,82.1
2016-04-05 19:00:00,31.0,260,28,77.2
2016-04-05 22:00:00,26.7,275,36,67.56666666666668
2016-04-06 01:00:00,24.1,265,27,57.43333333333334
2016-04-06 04:00:00,22.7,270,26,59.0
2016-04-06 07:00:00,24.9,270,22,75.6
2016-04-06 10:00:00,34.2,270,18,98.03333333333336
2016-04-06 13:00:00,40.5,250,10,93.26666666666668
2016-04-06 16:00:00,40.2,265,8,105.03333333333336
2016-04-06 19:00:00,32.2,250,6,132.43333333333334
2016-04-06 22:00:00,31.4,285,19,125.76666666666664
2016-04-07 01:00:00,25.3,280,17,78.66666666666667
2016-04-07 04:00:00,23.9,285,16,57.0
2016-04-07 07:00:00,26.0,305,12,62.46666666666666
2016-04-07 10:00:00,36.1,300,7,72.46666666666667
2016-04-07 13:00:00,40.7,170,3,77.33333333333333
2016-04-07 16:00:00,39.3,195,6,84.13333333333334
2016-04-07 19:00:00,30.6,225,9,114.96666666666664
2016-04-07 22:00:00,29.0,230,12,109.2
2016-04-08 01:00:00,26.5,230,11,83.83333333333333
2016-04-08 04:00:00,25.2,230,11,81.86666666666666
2016-04-08 07:00:00,28.3,320,7,61.96666666666666
2016-04-08 10:00:00,37.2,225,2,71.06666666666666
2016-04-08 13:00:00,40.4,215,9,66.3
2016-04-08 16:00:00,37.7,225,11,69.33333333333334
2016-04-08 19:00:00,32.0,210,22,78.60000000000001
2016-04-08 22:00:00,28.2,240,20,81.66666666666667
2016-04-09 01:00:00,26.6,255,19,75.36666666666666
2016-04-09 04:00:00,24.9,240,17,45.76666666666667
2016-04-09 07:00:00,27.4,280,11,53.76666666666667
2016-04-09 10:00:00,36.0,250,10,62.96666666666667
2016-04-09 13:00:00,40.6,260,6,67.56666666666666
2016-04-09 16:00:00,38.8,250,12,74.73333333333333
2016-04-09 19:00:00,31.1,245,29,84.63333333333334
2016-04-09 22:00:00,28.4,265,33,71.76666666666667
2016-04-10 01:00:00,25.9,290,26,56.53333333333333
2016-04-10 04:00:00,24.4,285,21,50.56666666666666
2016-04-10 07:00:00,26.3,290,22,53.96666666666667
2016-04-10 10:00:00,35.7,285,18,69.2
2016-04-10 13:00:00,41.9,265,9,77.16666666666667
2016-04-10 16:00:00,40.7,270,13,73.26666666666667
2016-04-10 19:00:00,31.7,265,17,73.46666666666667
2016-04-10 22:00:00,28.9,285,26,64.63333333333334
2016-04-11 01:00:00,25.8,285,23,62.333333333333336
2016-04-11 04:00:00,24.8,290,25,54.46666666666666
2016-04-11 07:00:00,27.6,305,19,65.53333333333335
2016-04-11 10:00:00,37.1,300,15,73.66666666666667
2016-04-11 13:00:00,41.2,210,8,74.23333333333333
2016-04-11 16:00:00,39.7,220,12,76.60000000000001
2016-04-11 19:00:00,32.5,280,20,90.4
2016-04-11 22:00:00,30.0,280,25,84.46666666666667
2016-04-12 01:00:00,26.2,305,22,58.16666666666666
2016-04-12 04:00:00,25.4,295,22,55.4
2016-04-12 07:00:00,27.0,310,21,68.89999999999999
2016-04-12 10:00:00,36.6,285,18,83.66666666666666
2016-04-12 13:00:00,43.2,285,9,89.60000000000001
2016-04-12 16:00:00,41.2,265,14,87.06666666666668
2016-04-12 19:00:00,32.1,270,21,73.8
2016-04-12 22:00:00,30.6,285,35,73.8
2016-04-13 01:00:00,27.1,310,23,65.6
2016-04-13 04:00:00,25.5,290,27,52.9
2016-04-13 07:00:00,27.3,290,42,57.833333333333336
2016-04-13 10:00:00,35.7,290,33,72.26666666666667
2016-04-13 13:00:00,40.9,290,19,74.03333333333332
2016-04-13 16:00:00,40.8,275,22,72.06666666666668
2016-04-13 19:00:00,33.0,295,26,71.26666666666667
2016-04-13 22:00:00,29.3,290,34,58.833333333333336
2016-04-14 01:00:00,25.3,305,20,57.3
2016-04-14 04:00:00,24.2,285,21,44.1
2016-04-14 07:00:00,27.0,295,19,56.03333333333333
2016-04-14 10:00:00,35.8,270,15,70.63333333333334
2016-04-14 13:00:00,40.9,240,9,70.7
2016-04-14 16:00:00,38.6,250,13,67.23333333333333
2016-04-14 19:00:00,32.5,285,21,68.86666666666666
2016-04-14 22:00:00,29.0,280,28,69.36666666666667
2016-04-15 01:00:00,25.5,300,15,58.4
2016-04-15 04:00:00,25.0,290,19,53.13333333333333
2016-04-15 07:00:00,27.7,305,21,60.06666666666666
2016-04-15 10:00:00,37.8,295,16,83.86666666666667
2016-04-15 13:00:00,42.0,265,12,85.0
2016-04-15 16:00:00,41.0,265,17,82.73333333333333
2016-04-15 19:00:00,31.4,270,16,99.1
2016-04-15 22:00:00,30.0,280,21,99.23333333333332
2016-04-16 01:00:00,26.8,285,13,71.46666666666665
2016-04-16 04:00:00,25.8,295,16,58.53333333333333
2016-04-16 07:00:00,27.6,315,13,95.83333333333331
2016-04-16 10:00:00,37.4,280,7,129.00000000000003
2016-04-16 13:00:00,40.4,215,14,123.6
2016-04-16 16:00:00,41.4,225,16,128.16666666666666
2016-04-16 19:00:00,32.6,225,25,113.93333333333334
2016-04-16 22:00:00,29.1,260,28,110.66666666666669
2016-04-17 01:00:00,27.2,260,18,79.93333333333334
2016-04-17 04:00:00,25.6,275,19,77.7
2016-04-17 07:00:00,27.7,295,14,82.46666666666667
2016-04-17 10:00:00,37.2,270,10,90.26666666666668
2016-04-17 13:00:00,42.3,250,3,93.66666666666669
2016-04-17 16:00:00,41.5,235,2,128.66666666666666
2016-04-17 19:00:00,32.0,230,13,165.4333333333333
2016-04-17 22:00:00,30.1,230,20,157.26666666666665
2016-04-18 01:00:00,27.5,260,25,136.4333333333333
2016-04-18 04:00:00,26.3,270,20,104.23333333333332
2016-04-18 07:00:00,29.0,330,15,112.63333333333333
2016-04-18 10:00:00,38.5,310,9,89.13333333333333
2016-04-18 13:00:00,42.7,240,1,91.3
2016-04-18 16:00:00,40.8,235,7,112.46666666666664
2016-04-18 19:00:00,31.9,240,17,127.0
2016-04-18 22:00:00,29.5,250,21,115.53333333333336
2016-04-19 01:00:00,27.2,240,13,94.46666666666664
2016-04-19 04:00:00,25.6,225,15,87.43333333333334
2016-04-19 07:00:00,29.5,285,10,72.93333333333332
2016-04-19 10:00:00,36.4,205,8,64.73333333333333
2016-04-19 13:00:00,40.1,215,14,74.16666666666667
2016-04-19 16:00:00,39.7,200,18,83.23333333333333
2016-04-19 19:00:00,33.1,215,21,92.93333333333334
2016-04-19 22:00:00,30.5,225,21,73.93333333333332
2016-04-20 01:00:00,26.1,250,19,76.7
2016-04-20 04:00:00,25.6,245,20,69.5
2016-04-20 07:00:00,29.4,265,24,86.53333333333335
2016-04-20 10:00:00,35.9,245,21,109.56666666666666
2016-04-20 13:00:00,40.6,250,15,98.8
2016-04-20 16:00:00,41.3,250,18,92.86666666666667
2016-04-20 19:00:00,31.4,250,19,85.56666666666666
2016-04-20 22:00:00,30.0,265,26,79.86666666666666
2016-04-21 01:00:00,26.3,270,17,88.3
2016-04-21 04:00:00,25.6,255,19,76.7
2016-04-21 07:00:00,27.6,265,16,93.93333333333334
2016-04-21 10:00:00,35.0,240,14,89.93333333333334
2016-04-21 13:00:00,39.8,230,13,81.89999999999999
2016-04-21 16:00:00,39.6,230,20,70.2
2016-04-21 19:00:00,32.0,245,23,73.63333333333333
2016-04-21 22:00:00,28.6,270,32,71.39999999999999
2016-04-22 01:00:00,25.6,270,17,59.46666666666667
2016-04-22 04:00:00,23.8,260,24,59.3
2016-04-22 07:00:00,26.2,255,22,53.0
2016-04-22 10:00:00,34.2,250,22,57.23333333333334
2016-04-22 13:00:00,38.9,255,13,56.29999999999999
2016-04-22 16:00:00,38.1,255,21,51.4
2016-04-22 19:00:00,29.7,255,20,40.36666666666667
2016-04-22 22:00:00,27.8,265,29,42.5
2016-04-23 01:00:00,25.3,280,26,50.56666666666667
2016-04-23 04:00:00,23.9,270,26,36.13333333333333
2016-04-23 07:00:00,26.7,265,42,50.93333333333334
2016-04-23 10:00:00,34.1,265,26,58.9
2016-04-23 13:00:00,38.9,250,20,46.66666666666666
2016-04-23 16:00:00,39.7,260,22,46.70000000000001
2016-04-23 19:00:00,32.1,260,23,44.2
2016-04-23 22:00:00,28.6,270,33,44.36666666666667
2016-04-24 01:00:00,25.8,265,39,52.03333333333333
2016-04-24 04:00:00,24.2,265,35,61.16666666666666
2016-04-24 07:00:00,25.9,280,30,60.06666666666666
2016-04-24 10:00:00,33.8,265,20,53.53333333333334
2016-04-24 13:00:00,39.0,235,17,53.96666666666666
2016-04-24 16:00:00,39.0,250,19,44.66666666666666
2016-04-24 19:00:00,31.2,265,24,55.2
2016-04-24 22:00:00,28.8,280,33,62.63333333333333
2016-04-25 01:00:00,26.3,295,16,57.79999999999999
2016-04-25 04:00:00,24.6,270,12,68.33333333333333
2016-04-25 07:00:00,26.7,290,15,66.5
2016-04-25 10:00:00,36.5,275,10,66.3
2016-04-25 13:00:00,40.0,265,12,67.3
2016-04-25 16:00:00,39.7,270,13,62.0
2016-04-25 19:00:00,30.4,285,14,65.33333333333333
2016-04-25 22:00:00,29.5,285,23,76.83333333333333
2016-04-26 01:00:00,25.5,300,18,63.96666666666666
2016-04-26 04:00:00,24.8,310,16,67.66666666666667
2016-04-26 07:00:00,28.5,330,10,79.2
2016-04-26 10:00:00,37.9,290,6,97.06666666666666
2016-04-26 13:00:00,41.2,270,4,88.46666666666665
2016-04-26 16:00:00,38.9,285,9,83.83333333333333
2016-04-26 19:00:00,31.7,310,9,104.7
2016-04-26 22:00:00,29.9,290,8,114.96666666666664
2016-04-27 01:00:00,27.0,295,22,90.86666666666667
2016-04-27 04:00:00,26.0,310,23,82.60000000000001
2016-04-27 07:00:00,28.9,355,23,86.5
2016-04-27 10:00:00,37.7,5,13,101.1
2016-04-27 13:00:00,43.5,310,1,94.0
2016-04-27 16:00:00,41.7,255,3,84.73333333333333
2016-04-27 19:00:00,34.1,235,16,101.03333333333336
2016-04-27 22:00:00,29.9,285,23,107.93333333333334
2016-04-28 01:00:00,26.6,330,20,101.06666666666666
2016-04-28 04:00:00,26.2,320,14,87.83333333333333
2016-04-28 07:00:00,29.8,20,9,80.3
2016-04-28 10:00:00,39.0,50,3,75.26666666666667
2016-04-28 13:00:00,42.8,75,3,45.96666666666667
2016-04-28 16:00:00,41.3,265,4,48.0
2016-04-28 19:00:00,31.9,310,8,54.0
2016-04-28 22:00:00,30.0,255,12,62.36666666666667
2016-04-29 01:00:00,28.1,235,19,56.93333333333334
2016-04-29 04:00:00,25.9,220,14,48.73333333333334
2016-04-29 07:00:00,29.3,210,13,39.9
2016-04-29 10:00:00,36.5,220,9,37.93333333333333
2016-04-29 13:00:00,41.0,215,6,45.29999999999999
2016-04-29 16:00:00,39.4,235,8,45.43333333333334
2016-04-29 19:00:00,32.9,220,13,50.43333333333334
2016-04-29 22:00:00,29.1,215,12,51.9
2016-04-30 01:00:00,26.9,245,17,52.96666666666667
2016-04-30 04:00:00,25.6,245,10,34.13333333333333
2016-04-30 07:00:00,28.6,260,8,31.4
2016-04-30 10:00:00,34.8,190,7,23.3
2016-04-30 13:00:00,38.6,215,5,24.5
2016-04-30 16:00:00,36.6,185,7,23.46666666666667
2016-04-30 19:00:00,30.7,155,10,26.4
2016-04-30 22:00:00,27.4,215,17,26.766666666666666
2016-05-01 01:00:00,25.0,260,16,18.966666666666665
2016-05-01 04:00:00,23.9,270,17,25.933333333333337
2016-05-01 07:00:00,27.3,290,18,37.6
2016-05-01 10:00:00,34.6,260,12,40.06666666666666
2016-05-01 13:00:00,37.8,265,14,24.366666666666664
2016-05-01 16:00:00,38.4,255,14,16.9
2016-05-01 19:00:00,31.7,225,19,20.8
2016-05-01 22:00:00,26.7,245,18,23.066666666666663
2016-05-02 01:00:00,25.1,260,21,29.53333333333333
2016-05-02 04:00:00,23.9,260,20,30.666666666666668
2016-05-02 07:00:00,26.4,260,18,38.96666666666666
2016-05-02 10:00:00,33.9,270,14,43.16666666666666
2016-05-02 13:00:00,37.5,260,10,46.26666666666667
2016-05-02 16:00:00,38.0,255,10,45.46666666666667
2016-05-02 19:00:00,28.3,275,13,43.86666666666667
2016-05-02 22:00:00,26.6,260,13,42.63333333333333
2016-05-03 01:00:00,25.9,240,9,40.03333333333333
2016-05-03 04:00:00,24.0,255,10,36.6
2016-05-03 07:00:00,27.4,265,6,40.6
2016-05-03 10:00:00,35.8,220,6,39.0
2016-05-03 13:00:00,38.7,220,9,41.1
2016-05-03 16:00:00,38.0,215,11,44.73333333333334
2016-05-03 19:00:00,30.5,220,17,43.56666666666666
2016-05-03 22:00:00,26.8,245,18,49.0
2016-05-04 01:00:00,24.7,235,15,51.1
2016-05-04 04:00:00,23.2,245,17,51.2
2016-05-04 07:00:00,28.0,270,13,47.5
2016-05-04 10:00:00,35.4,230,10,47.0
2016-05-04 13:00:00,37.7,220,15,40.43333333333333
2016-05-04 16:00:00,38.1,225,17,47.36666666666667
2016-05-04 19:00:00,31.6,250,12,44.0
2016-05-04 22:00:00,27.7,260,14,52.9
