,Bangkok,Bangkok,Bangkok,Bangkok
,Temp,WindDir,Wind Speed,PM2.5
Datetime,,,,
2017-09-05 04:00:00,29.3,230,12,14.533333333333331
2017-09-05 07:00:00,29.5,195,15,22.73333333333333
2017-09-05 10:00:00,32.6,205,13,11.0
2017-09-05 13:00:00,33.7,230,9,11.4
2017-09-05 16:00:00,33.2,210,7,9.933333333333332
2017-09-05 19:00:00,31.7,240,7,8.166666666666666
2017-09-05 22:00:00,30.3,280,5,8.0
2017-09-06 01:00:00,29.8,225,3,17.3
2017-09-06 04:00:00,29.1,220,4,11.966666666666669
2017-09-06 07:00:00,29.3,230,11,17.0
2017-09-06 10:00:00,31.8,240,14,17.5
2017-09-06 13:00:00,34.2,250,12,12.133333333333333
2017-09-06 16:00:00,34.0,265,6,10.566666666666665
2017-09-06 19:00:00,31.6,280,5,7.666666666666667
2017-09-06 22:00:00,30.5,285,6,8.733333333333334
2017-09-07 01:00:00,29.9,215,14,9.366666666666667
2017-09-07 04:00:00,29.5,225,13,20.266666666666666
2017-09-07 07:00:00,29.6,230,11,16.533333333333335
2017-09-07 10:00:00,32.3,225,11,13.966666666666669
2017-09-07 13:00:00,33.5,220,8,14.5
2017-09-07 16:00:00,33.8,205,5,18.76666666666667
2017-09-07 19:00:00,31.1,185,7,14.9
2017-09-07 22:00:00,30.5,225,8,15.471428571428573
2017-09-08 01:00:00,29.7,260,7,20.03
2017-09-08 04:00:00,29.0,265,3,20.03
2017-09-08 07:00:00,29.6,200,4,20.03
2017-09-08 10:00:00,32.4,175,4,18.950000000000003
2017-09-08 13:00:00,34.5,130,4,20.4
2017-09-08 16:00:00,33.7,90,3,20.0
2017-09-08 19:00:00,31.8,110,6,20.3
2017-09-08 22:00:00,30.9,135,5,20.5
2017-09-09 01:00:00,30.1,170,8,20.566666666666663
2017-09-09 04:00:00,29.5,165,8,20.6
2017-09-09 07:00:00,30.0,160,11,20.6
2017-09-09 10:00:00,32.9,165,12,20.6
2017-09-09 13:00:00,34.5,185,8,20.566666666666663
2017-09-09 16:00:00,34.2,185,8,20.566666666666663
2017-09-09 19:00:00,31.9,185,8,20.566666666666663
2017-09-09 22:00:00,30.7,215,11,20.58095238095238
2017-09-10 01:00:00,30.3,200,11,31.139999999999997
2017-09-10 04:00:00,29.7,215,11,31.139999999999997
2017-09-10 07:00:00,30.1,205,13,31.139999999999997
2017-09-10 10:00:00,32.9,210,11,19.0
2017-09-10 13:00:00,35.3,310,5,27.1
2017-09-10 16:00:00,34.7,350,7,35.333333333333336
2017-09-10 19:00:00,31.4,30,6,40.66666666666666
2017-09-10 22:00:00,30.7,355,5,33.6
2017-09-11 01:00:00,29.7,0,10,34.06666666666667
2017-09-11 04:00:00,29.1,20,12,31.03333333333333
2017-09-11 07:00:00,29.5,65,13,34.7
2017-09-11 10:00:00,32.7,85,10,28.866666666666664
2017-09-11 13:00:00,34.8,135,8,26.600000000000005
2017-09-11 16:00:00,33.5,155,7,24.23333333333333
2017-09-11 19:00:00,31.2,185,13,26.6
2017-09-11 22:00:00,30.6,210,11,28.166666666666668
2017-09-12 01:00:00,30.1,215,8,27.6
2017-09-12 04:00:00,29.4,220,6,26.4
2017-09-12 07:00:00,29.6,140,7,29.96666666666667
2017-09-12 10:00:00,33.0,145,5,33.233333333333334
2017-09-12 13:00:00,35.7,310,2,38.66666666666666
2017-09-12 16:00:00,35.3,25,5,40.43333333333333
2017-09-12 19:00:00,33.0,55,4,44.46666666666667
2017-09-12 22:00:00,31.9,35,4,21.53333333333333
2017-09-13 01:00:00,30.7,180,4,22.633333333333336
2017-09-13 04:00:00,29.5,230,3,22.83333333333333
2017-09-13 07:00:00,29.5,35,5,29.766666666666666
2017-09-13 10:00:00,33.0,20,3,29.566666666666663
2017-09-13 13:00:00,35.0,335,5,39.26666666666667
2017-09-13 16:00:00,34.6,335,8,39.7
2017-09-13 19:00:00,32.4,355,8,18.0
2017-09-13 22:00:00,30.6,360,10,15.85
2017-09-14 01:00:00,30.1,350,16,18.53333333333333
2017-09-14 04:00:00,28.8,355,18,18.1
2017-09-14 07:00:00,28.6,350,20,26.166666666666668
2017-09-14 10:00:00,32.8,345,20,27.566666666666663
2017-09-14 13:00:00,35.7,325,16,32.73333333333333
2017-09-14 16:00:00,35.4,325,15,29.700000000000003
2017-09-14 19:00:00,33.1,325,12,13.6
2017-09-14 22:00:00,31.4,325,11,16.1
2017-09-15 01:00:00,30.1,315,14,22.866666666666664
2017-09-15 04:00:00,29.3,310,12,17.666666666666668
2017-09-15 07:00:00,28.9,320,17,27.566666666666663
2017-09-15 10:00:00,31.8,310,16,18.1
2017-09-15 13:00:00,34.0,275,14,16.966666666666665
2017-09-15 16:00:00,33.0,270,13,20.566666666666663
2017-09-15 19:00:00,31.2,265,20,14.033333333333331
2017-09-15 22:00:00,30.8,260,17,19.0
2017-09-16 01:00:00,29.6,225,19,22.33333333333333
2017-09-16 04:00:00,29.0,220,18,10.233333333333333
2017-09-16 07:00:00,28.8,190,17,8.866666666666667
2017-09-16 10:00:00,31.5,185,23,9.75
2017-09-16 13:00:00,33.1,185,23,9.65
2017-09-16 16:00:00,32.8,175,26,13.8
2017-09-16 19:00:00,30.4,175,32,5.366666666666667
2017-09-16 22:00:00,29.6,190,28,7.8
2017-09-17 01:00:00,28.5,215,31,8.866666666666667
2017-09-17 04:00:00,28.0,210,46,8.133333333333333
2017-09-17 07:00:00,27.8,200,42,11.6
2017-09-17 10:00:00,30.0,225,44,10.033333333333331
2017-09-17 13:00:00,31.4,235,38,13.366666666666667
2017-09-17 16:00:00,30.1,250,41,16.166666666666668
2017-09-17 19:00:00,29.0,255,40,18.03333333333333
2017-09-17 22:00:00,28.8,260,36,14.733333333333334
2017-09-18 01:00:00,28.0,270,40,17.166666666666668
2017-09-18 04:00:00,27.7,275,45,10.433333333333334
2017-09-18 07:00:00,28.3,290,42,11.833333333333334
2017-09-18 10:00:00,31.3,295,36,13.966666666666669
2017-09-18 13:00:00,33.7,295,29,14.6
2017-09-18 16:00:00,33.5,285,31,12.9
2017-09-18 19:00:00,31.0,295,36,11.433333333333332
2017-09-18 22:00:00,30.0,305,27,11.0
2017-09-19 01:00:00,28.7,310,48,22.96666666666667
2017-09-19 04:00:00,27.8,320,40,11.433333333333332
2017-09-19 07:00:00,27.9,320,37,17.033333333333335
2017-09-19 10:00:00,31.6,320,30,17.433333333333334
2017-09-19 13:00:00,34.5,315,18,21.83333333333333
2017-09-19 16:00:00,33.7,315,15,26.6
2017-09-19 19:00:00,32.3,315,15,23.65
2017-09-19 22:00:00,31.1,325,14,12.466666666666669
2017-09-20 01:00:00,29.6,315,10,13.233333333333334
2017-09-20 04:00:00,28.3,320,12,14.666666666666666
2017-09-20 07:00:00,28.5,345,17,18.766666666666666
2017-09-20 10:00:00,31.2,360,16,23.83333333333333
2017-09-20 13:00:00,33.0,10,17,32.833333333333336
2017-09-20 16:00:00,32.3,5,14,29.83333333333333
2017-09-20 19:00:00,31.2,345,23,36.766666666666666
2017-09-20 22:00:00,29.7,350,20,49.16666666666666
2017-09-21 01:00:00,29.0,5,20,35.1
2017-09-21 04:00:00,28.2,10,22,19.666666666666668
2017-09-21 07:00:00,28.5,15,24,18.666666666666668
2017-09-21 10:00:00,32.0,25,24,23.5
2017-09-21 13:00:00,34.9,25,10,40.99999999999999
2017-09-21 16:00:00,33.8,40,8,18.53333333333333
2017-09-21 19:00:00,32.2,95,13,11.233333333333334
2017-09-21 22:00:00,29.7,95,19,18.4
2017-09-22 01:00:00,29.0,105,15,25.53333333333333
2017-09-22 04:00:00,28.8,115,14,24.566666666666663
2017-09-22 07:00:00,29.0,145,11,26.7
2017-09-22 10:00:00,31.7,140,9,20.366666666666667
2017-09-22 13:00:00,33.8,140,3,23.8
2017-09-22 16:00:00,33.8,75,3,22.8
2017-09-22 19:00:00,31.2,205,7,23.2
2017-09-22 22:00:00,30.5,210,5,28.600000000000005
2017-09-23 01:00:00,29.4,210,5,28.83333333333333
2017-09-23 04:00:00,28.5,200,5,17.633333333333333
2017-09-23 07:00:00,28.0,270,4,18.23333333333333
2017-09-23 10:00:00,30.2,295,4,21.9
2017-09-23 13:00:00,32.0,280,7,14.866666666666667
2017-09-23 16:00:00,30.8,270,13,15.333333333333334
2017-09-23 19:00:00,29.1,270,14,26.9
2017-09-23 22:00:00,28.9,290,13,25.83333333333333
2017-09-24 01:00:00,28.0,305,10,30.866666666666664
2017-09-24 04:00:00,27.5,300,10,20.633333333333336
2017-09-24 07:00:00,27.6,300,11,16.766666666666666
2017-09-24 10:00:00,30.7,295,10,17.2
2017-09-24 13:00:00,33.0,295,16,11.366666666666667
2017-09-24 16:00:00,32.8,285,17,12.466666666666669
2017-09-24 19:00:00,30.2,245,9,7.199999999999999
2017-09-24 22:00:00,29.0,240,11,10.466666666666669
2017-09-25 01:00:00,28.5,210,15,20.2
2017-09-25 04:00:00,27.8,225,13,11.4
2017-09-25 07:00:00,28.2,255,10,13.766666666666666
2017-09-25 10:00:00,31.5,255,8,12.3
2017-09-25 13:00:00,34.3,255,6,12.433333333333332
2017-09-25 16:00:00,32.6,220,5,9.933333333333334
2017-09-25 19:00:00,30.4,210,15,6.6000000000000005
2017-09-25 22:00:00,29.5,235,15,8.666666666666666
2017-09-26 01:00:00,28.6,215,12,18.23333333333333
2017-09-26 04:00:00,28.0,215,14,7.433333333333333
2017-09-26 07:00:00,28.3,215,19,7.5
2017-09-26 10:00:00,31.2,210,21,8.933333333333332
2017-09-26 13:00:00,32.3,225,14,11.866666666666667
2017-09-26 16:00:00,31.5,215,18,10.233333333333333
2017-09-26 19:00:00,29.2,260,21,10.25
2017-09-26 22:00:00,29.2,260,17,20.266666666666666
2017-09-27 01:00:00,28.6,215,16,12.966666666666669
2017-09-27 04:00:00,27.8,210,16,9.666666666666668
2017-09-27 07:00:00,28.3,235,9,14.8
2017-09-27 10:00:00,31.3,235,8,14.966666666666669
2017-09-27 13:00:00,33.8,260,11,21.933333333333334
2017-09-27 16:00:00,33.7,280,9,16.8
2017-09-27 19:00:00,31.2,300,9,11.733333333333334
2017-09-27 22:00:00,30.3,315,9,9.933333333333334
2017-09-28 01:00:00,29.4,300,11,14.4
2017-09-28 04:00:00,28.4,305,14,10.566666666666666
2017-09-28 07:00:00,28.3,315,17,13.933333333333332
2017-09-28 10:00:00,31.7,320,17,13.9
2017-09-28 13:00:00,34.3,330,18,17.96666666666667
2017-09-28 16:00:00,33.1,335,16,15.766666666666666
2017-09-28 19:00:00,31.1,330,16,9.033333333333331
2017-09-28 22:00:00,29.8,335,19,11.5
2017-09-29 01:00:00,28.8,340,21,21.0
2017-09-29 04:00:00,28.4,350,19,18.433333333333334
2017-09-29 07:00:00,28.7,5,18,14.566666666666668
2017-09-29 10:00:00,31.1,10,18,23.133333333333336
2017-09-29 13:00:00,33.8,10,9,26.23333333333333
2017-09-29 16:00:00,32.5,345,6,29.4
2017-09-29 19:00:00,30.4,0,3,22.266666666666666
2017-09-29 22:00:00,29.9,345,1,25.2
2017-09-30 01:00:00,28.9,345,5,18.83333333333333
2017-09-30 04:00:00,28.3,80,5,27.46666666666667
2017-09-30 07:00:00,28.6,115,11,32.2
2017-09-30 10:00:00,31.3,135,12,20.65
2017-09-30 13:00:00,33.6,145,4,30.53333333333333
2017-09-30 16:00:00,33.3,155,1,38.26666666666667
2017-09-30 19:00:00,30.2,145,3,32.733333333333334
2017-09-30 22:00:00,30.1,150,5,41.73333333333333
2017-10-01 01:00:00,29.2,140,5,33.96666666666667
2017-10-01 04:00:00,28.0,100,5,22.266666666666666
2017-10-01 07:00:00,28.5,85,6,23.766666666666666
2017-10-01 10:00:00,31.4,115,4,20.2
2017-10-01 13:00:00,33.5,110,5,27.666666666666668
2017-10-01 16:00:00,33.3,150,3,25.9
2017-10-01 19:00:00,30.9,155,5,20.133333333333336
2017-10-01 22:00:00,30.0,195,4,25.166666666666668
2017-10-02 01:00:00,29.1,205,3,27.933333333333334
2017-10-02 04:00:00,28.5,265,3,19.366666666666664
2017-10-02 07:00:00,28.5,350,5,19.066666666666663
2017-10-02 10:00:00,30.8,355,7,17.8
2017-10-02 13:00:00,32.5,335,9,16.233333333333334
2017-10-02 16:00:00,30.5,335,7,19.666666666666668
2017-10-02 19:00:00,29.2,320,7,17.400000000000002
2017-10-02 22:00:00,28.3,350,11,20.766666666666666
2017-10-03 01:00:00,27.6,340,19,28.166666666666668
2017-10-03 04:00:00,26.8,350,20,25.26666666666667
2017-10-03 07:00:00,26.3,360,22,16.7
2017-10-03 10:00:00,26.5,5,22,9.833333333333334
2017-10-03 13:00:00,27.6,5,22,13.866666666666667
2017-10-03 16:00:00,26.6,345,20,16.433333333333334
2017-10-03 19:00:00,26.4,330,14,12.466666666666669
2017-10-03 22:00:00,26.1,310,7,20.166666666666668
2017-10-04 01:00:00,25.3,225,6,19.3
2017-10-04 04:00:00,25.1,230,12,19.03333333333333
2017-10-04 07:00:00,25.8,240,19,13.433333333333332
2017-10-04 10:00:00,28.4,235,21,14.633333333333333
2017-10-04 13:00:00,30.3,220,21,12.033333333333331
2017-10-04 16:00:00,29.6,220,24,15.686666666666664
2017-10-04 19:00:00,27.7,230,25,15.686666666666664
2017-10-04 22:00:00,27.3,230,23,15.686666666666664
2017-10-05 01:00:00,26.8,225,22,16.2
2017-10-05 04:00:00,26.1,210,22,12.633333333333336
2017-10-05 07:00:00,26.5,210,20,17.46666666666667
2017-10-05 10:00:00,29.9,210,20,21.73333333333333
2017-10-05 13:00:00,31.7,205,18,19.2
2017-10-05 16:00:00,31.7,205,14,21.866666666666664
2017-10-05 19:00:00,28.7,210,8,19.066666666666663
2017-10-05 22:00:00,28.6,255,8,19.866666666666664
2017-10-06 01:00:00,27.8,285,9,20.03333333333333
2017-10-06 04:00:00,27.2,310,5,14.333333333333334
2017-10-06 07:00:00,27.3,345,7,21.066666666666663
2017-10-06 10:00:00,30.4,20,3,18.4
2017-10-06 13:00:00,32.7,330,6,18.458333333333332
2017-10-06 16:00:00,32.7,325,7,18.458333333333332
2017-10-06 19:00:00,30.1,320,5,18.458333333333332
2017-10-06 22:00:00,29.6,350,13,18.458333333333332
2017-10-07 01:00:00,28.5,355,22,18.421428571428574
2017-10-07 04:00:00,27.9,355,20,18.421428571428574
2017-10-07 07:00:00,27.6,355,20,18.421428571428574
2017-10-07 10:00:00,30.8,355,18,18.421428571428574
2017-10-07 13:00:00,33.0,5,13,18.421428571428574
2017-10-07 16:00:00,33.2,340,8,18.421428571428574
2017-10-07 19:00:00,30.3,360,10,18.421428571428574
2017-10-07 22:00:00,29.8,5,16,18.421428571428574
2017-10-08 01:00:00,29.0,5,19,18.058166666666672
2017-10-08 04:00:00,28.2,15,23,18.058166666666672
2017-10-08 07:00:00,27.7,40,22,18.058166666666672
2017-10-08 10:00:00,29.8,70,21,18.058166666666672
2017-10-08 13:00:00,32.8,65,19,18.058166666666672
2017-10-08 16:00:00,33.2,60,11,18.058166666666672
2017-10-08 19:00:00,30.2,120,3,18.058166666666672
2017-10-08 22:00:00,29.1,75,8,18.058166666666672
2017-10-09 01:00:00,28.2,70,18,18.058166666666672
2017-10-09 04:00:00,27.5,60,17,18.058166666666672
2017-10-09 07:00:00,27.3,50,17,18.058166666666672
2017-10-09 10:00:00,30.7,55,17,18.058166666666672
2017-10-09 13:00:00,33.2,45,11,18.058166666666672
2017-10-09 16:00:00,33.2,50,10,18.058166666666672
2017-10-09 19:00:00,30.7,55,14,18.058166666666672
2017-10-09 22:00:00,29.6,65,13,18.058166666666672
2017-10-10 01:00:00,28.4,60,7,18.058166666666672
2017-10-10 04:00:00,27.6,45,7,18.058166666666672
2017-10-10 07:00:00,27.7,110,3,18.058166666666672
2017-10-10 10:00:00,30.7,175,3,18.058166666666672
2017-10-10 13:00:00,33.9,205,1,18.058166666666672
2017-10-10 16:00:00,33.0,160,2,18.058166666666672
2017-10-10 19:00:00,30.6,170,5,18.058166666666672
2017-10-10 22:00:00,29.7,170,7,18.058166666666672
2017-10-11 01:00:00,29.2,110,11,18.64761904761905
2017-10-11 04:00:00,28.4,120,14,17.9
2017-10-11 07:00:00,28.9,140,19,16.5
2017-10-11 10:00:00,31.5,155,18,15.7
2017-10-11 13:00:00,33.0,175,14,18.366666666666664
2017-10-11 16:00:00,32.5,175,8,22.53333333333333
2017-10-11 19:00:00,30.4,135,7,18.6
2017-10-11 22:00:00,29.6,105,6,20.933333333333334
2017-10-12 01:00:00,29.0,100,9,27.7
2017-10-12 04:00:00,28.4,100,11,17.633333333333333
2017-10-12 07:00:00,28.6,100,13,22.53333333333333
2017-10-12 10:00:00,31.4,95,15,29.100000000000005
2017-10-12 13:00:00,32.9,95,8,44.93333333333334
2017-10-12 16:00:00,32.3,110,5,55.3
2017-10-12 19:00:00,30.5,330,1,53.25
2017-10-12 22:00:00,29.6,275,1,52.96666666666667
2017-10-13 01:00:00,28.9,85,2,41.03333333333333
2017-10-13 04:00:00,28.2,40,5,38.06666666666667
2017-10-13 07:00:00,28.4,25,9,29.266666666666666
2017-10-13 10:00:00,31.1,30,9,28.7
2017-10-13 13:00:00,33.3,320,2,31.6
2017-10-13 16:00:00,33.0,275,6,35.55
2017-10-13 19:00:00,29.7,290,5,25.366666666666664
2017-10-13 22:00:00,29.2,295,8,7.55
2017-10-14 01:00:00,27.7,315,8,12.7
2017-10-14 04:00:00,27.2,315,6,14.466666666666669
2017-10-14 07:00:00,27.5,355,5,23.1
2017-10-14 10:00:00,30.5,310,4,23.1
2017-10-14 13:00:00,31.5,335,5,18.3
2017-10-14 16:00:00,31.9,330,7,21.4
2017-10-14 19:00:00,29.2,350,8,25.8
2017-10-14 22:00:00,28.4,350,6,20.933333333333334
2017-10-15 01:00:00,28.0,0,8,25.266666666666666
2017-10-15 04:00:00,27.2,10,6,17.599999999999998
2017-10-15 07:00:00,27.4,315,4,16.066666666666666
2017-10-15 10:00:00,30.6,330,4,18.23333333333333
2017-10-15 13:00:00,32.6,235,11,18.066666666666663
2017-10-15 16:00:00,32.0,225,11,17.9
2017-10-15 19:00:00,29.0,245,17,18.247619047619047
2017-10-15 22:00:00,28.4,270,28,14.6
2017-10-16 01:00:00,27.9,315,17,19.73333333333333
2017-10-16 04:00:00,27.1,300,14,12.566666666666668
2017-10-16 07:00:00,27.6,275,21,15.333333333333334
2017-10-16 10:00:00,30.9,275,20,13.166666666666666
2017-10-16 13:00:00,32.5,280,21,13.533333333333331
2017-10-16 16:00:00,32.4,265,22,17.166666666666668
2017-10-16 19:00:00,29.1,255,21,16.900000000000002
2017-10-16 22:00:00,29.0,265,25,18.3
2017-10-17 01:00:00,28.0,270,16,17.866666666666667
2017-10-17 04:00:00,27.3,265,15,17.533333333333335
2017-10-17 07:00:00,27.8,255,17,17.133333333333333
2017-10-17 10:00:00,30.9,255,20,14.1
2017-10-17 13:00:00,33.5,260,11,14.866666666666667
2017-10-17 16:00:00,32.4,270,4,19.166666666666668
2017-10-17 19:00:00,28.8,240,10,15.666666666666666
2017-10-17 22:00:00,28.5,260,13,16.766666666666666
2017-10-18 01:00:00,27.5,265,14,19.83333333333333
2017-10-18 04:00:00,26.6,265,18,12.066666666666668
2017-10-18 07:00:00,26.1,250,18,18.266666666666666
2017-10-18 10:00:00,26.1,260,20,20.666666666666668
2017-10-18 13:00:00,27.2,265,15,30.23333333333333
2017-10-18 16:00:00,26.5,255,24,25.899999999999995
2017-10-18 19:00:00,26.5,280,22,12.9
2017-10-18 22:00:00,26.1,290,20,14.15
2017-10-19 01:00:00,25.3,305,20,19.066666666666663
2017-10-19 04:00:00,25.0,320,21,15.633333333333333
2017-10-19 07:00:00,25.5,330,19,13.95
2017-10-19 10:00:00,29.5,340,15,20.433333333333334
2017-10-19 13:00:00,31.4,320,12,34.0
2017-10-19 16:00:00,32.2,310,15,31.53333333333333
2017-10-19 19:00:00,29.7,305,18,12.466666666666669
2017-10-19 22:00:00,28.1,315,22,10.933333333333332
2017-10-20 01:00:00,27.5,335,21,12.933333333333332
2017-10-20 04:00:00,26.8,345,22,11.433333333333332
2017-10-20 07:00:00,27.0,350,19,15.366666666666664
2017-10-20 10:00:00,30.3,345,16,13.333333333333334
2017-10-20 13:00:00,33.0,330,14,15.9
2017-10-20 16:00:00,33.0,325,16,21.8
2017-10-20 19:00:00,30.6,315,22,25.266666666666666
2017-10-20 22:00:00,29.1,300,18,20.65
2017-10-21 01:00:00,28.6,320,19,16.733333333333334
2017-10-21 04:00:00,27.5,340,18,19.466666666666665
2017-10-21 07:00:00,27.5,355,14,19.5
2017-10-21 10:00:00,30.8,355,13,17.3
2017-10-21 13:00:00,33.8,335,11,26.2
2017-10-21 16:00:00,33.3,320,10,31.23333333333333
2017-10-21 19:00:00,31.2,295,14,25.466666666666665
2017-10-21 22:00:00,29.3,320,15,10.766666666666666
2017-10-22 01:00:00,28.8,335,18,12.766666666666666
2017-10-22 04:00:00,27.7,345,16,25.433333333333334
2017-10-22 07:00:00,27.9,5,15,18.2
2017-10-22 10:00:00,31.0,20,13,20.266666666666666
2017-10-22 13:00:00,33.9,350,12,28.96666666666667
2017-10-22 16:00:00,33.1,345,8,21.7
2017-10-22 19:00:00,30.7,325,8,9.466666666666669
2017-10-22 22:00:00,29.5,315,13,6.633333333333333
2017-10-23 01:00:00,29.0,325,19,13.866666666666667
2017-10-23 04:00:00,27.8,355,14,11.833333333333334
2017-10-23 07:00:00,27.9,10,12,12.166666666666666
2017-10-23 10:00:00,31.0,35,5,14.166666666666666
2017-10-23 13:00:00,34.2,35,4,24.83333333333333
2017-10-23 16:00:00,33.4,75,4,27.366666666666664
2017-10-23 19:00:00,30.9,100,13,14.633333333333333
2017-10-23 22:00:00,29.6,100,16,18.3
2017-10-24 01:00:00,28.7,95,19,19.23333333333333
2017-10-24 04:00:00,27.9,95,22,20.433333333333334
2017-10-24 07:00:00,27.7,100,20,18.633333333333333
2017-10-24 10:00:00,30.4,115,21,15.833333333333334
2017-10-24 13:00:00,31.8,120,18,17.066666666666666
2017-10-24 16:00:00,31.1,135,14,13.533333333333331
2017-10-24 19:00:00,28.9,100,13,17.455555555555552
2017-10-24 22:00:00,28.2,100,17,17.455555555555552
2017-10-25 01:00:00,27.3,115,18,21.766666666666666
2017-10-25 04:00:00,26.5,110,13,23.45
2017-10-25 07:00:00,26.8,105,16,18.0
2017-10-25 10:00:00,30.2,105,17,26.46666666666667
2017-10-25 13:00:00,31.5,95,13,33.06666666666666
2017-10-25 16:00:00,31.7,75,10,41.50000000000001
2017-10-25 19:00:00,29.2,100,12,42.6
2017-10-25 22:00:00,28.5,100,16,42.93333333333334
2017-10-26 01:00:00,27.4,95,14,41.400000000000006
2017-10-26 04:00:00,26.7,85,15,25.23333333333333
2017-10-26 07:00:00,27.1,60,16,22.8
2017-10-26 10:00:00,30.3,55,17,17.966666666666665
2017-10-26 13:00:00,32.6,55,16,26.85
2017-10-26 16:00:00,32.4,60,14,26.85
2017-10-26 19:00:00,30.0,75,13,26.85
2017-10-26 22:00:00,28.6,75,18,26.85
2017-10-27 01:00:00,27.6,65,21,34.4
2017-10-27 04:00:00,26.7,65,25,22.866666666666664
2017-10-27 07:00:00,26.8,40,12,25.566666666666663
2017-10-27 10:00:00,30.6,35,16,26.15
2017-10-27 13:00:00,33.0,25,14,34.93333333333333
2017-10-27 16:00:00,32.8,45,13,41.03333333333334
2017-10-27 19:00:00,30.2,75,14,32.5
2017-10-27 22:00:00,29.0,80,17,29.7
2017-10-28 01:00:00,27.9,55,18,36.66666666666666
2017-10-28 04:00:00,26.9,50,22,33.46666666666666
2017-10-28 07:00:00,27.1,45,22,32.06666666666667
2017-10-28 10:00:00,30.6,50,24,28.96666666666667
2017-10-28 13:00:00,32.9,50,17,37.5
2017-10-28 16:00:00,32.8,65,16,43.76666666666667
2017-10-28 19:00:00,30.3,80,17,41.1
2017-10-28 22:00:00,28.9,65,21,48.23333333333333
2017-10-29 01:00:00,27.8,60,23,51.56666666666666
2017-10-29 04:00:00,26.8,60,21,47.0
2017-10-29 07:00:00,26.7,60,22,42.23333333333333
2017-10-29 10:00:00,29.9,65,22,38.9
2017-10-29 13:00:00,33.1,60,19,40.93333333333333
2017-10-29 16:00:00,32.4,65,18,42.6
2017-10-29 19:00:00,30.2,70,25,39.63333333333333
2017-10-29 22:00:00,29.0,65,39,42.53333333333333
2017-10-30 01:00:00,27.5,65,41,47.79999999999999
2017-10-30 04:00:00,26.3,60,44,27.83333333333333
2017-10-30 07:00:00,25.7,70,47,33.46666666666667
2017-10-30 10:00:00,28.6,75,45,36.766666666666666
2017-10-30 13:00:00,31.7,60,38,36.1
2017-10-30 16:00:00,31.5,60,35,50.2
2017-10-30 19:00:00,28.9,55,31,46.5
2017-10-30 22:00:00,27.6,65,47,34.800000000000004
2017-10-31 01:00:00,26.4,50,40,37.1
2017-10-31 04:00:00,24.6,60,32,30.4
2017-10-31 07:00:00,23.9,75,28,31.46666666666667
2017-10-31 10:00:00,27.7,80,26,31.133333333333336
2017-10-31 13:00:00,31.5,65,23,36.93333333333334
2017-10-31 16:00:00,31.6,65,19,42.9
2017-10-31 19:00:00,28.5,75,14,41.0
2017-10-31 22:00:00,27.3,75,23,40.43333333333333
2017-11-01 01:00:00,25.9,65,20,38.3
2017-11-01 04:00:00,24.7,60,24,36.9
2017-11-01 07:00:00,24.6,50,24,35.233333333333334
2017-11-01 10:00:00,28.5,60,26,29.1
2017-11-01 13:00:00,30.7,65,22,32.03333333333333
2017-11-01 16:00:00,29.5,60,24,43.93333333333334
2017-11-01 19:00:00,27.1,75,31,46.63333333333333
2017-11-01 22:00:00,26.1,80,36,46.4
2017-11-02 01:00:00,25.5,85,24,43.03333333333333
2017-11-02 04:00:00,24.8,80,21,31.76666666666667
2017-11-02 07:00:00,24.9,75,21,27.5
2017-11-02 10:00:00,26.7,70,20,24.866666666666664
2017-11-02 13:00:00,31.1,65,20,32.333333333333336
2017-11-02 16:00:00,31.8,65,21,37.333333333333336
2017-11-02 19:00:00,29.5,70,23,38.43333333333334
2017-11-02 22:00:00,28.3,60,39,35.233333333333334
2017-11-03 01:00:00,26.5,60,26,34.26666666666666
2017-11-03 04:00:00,25.5,55,32,27.066666666666663
2017-11-03 07:00:00,25.3,55,41,29.366666666666664
2017-11-03 10:00:00,28.8,70,42,34.53333333333333
2017-11-03 13:00:00,32.5,75,28,42.6
2017-11-03 16:00:00,32.0,65,32,49.26666666666667
2017-11-03 19:00:00,29.1,65,40,50.26666666666667
2017-11-03 22:00:00,27.6,60,58,51.866666666666674
2017-11-04 01:00:00,25.9,60,50,52.6
2017-11-04 04:00:00,24.5,60,59,37.96666666666666
2017-11-04 07:00:00,24.0,60,37,40.03333333333333
2017-11-04 10:00:00,27.9,65,47,37.833333333333336
2017-11-04 13:00:00,32.4,70,26,39.7
2017-11-04 16:00:00,32.2,55,28,45.06666666666666
2017-11-04 19:00:00,29.1,65,45,35.833333333333336
2017-11-04 22:00:00,28.2,55,60,30.5
2017-11-05 01:00:00,27.2,60,59,29.566666666666663
2017-11-05 04:00:00,25.3,65,69,29.633333333333336
2017-11-05 07:00:00,24.2,55,72,28.1
2017-11-05 10:00:00,25.4,65,76,25.8
2017-11-05 13:00:00,25.1,65,74,28.0
2017-11-05 16:00:00,24.1,70,71,22.9
2017-11-05 19:00:00,22.9,80,68,27.9
2017-11-05 22:00:00,22.8,90,60,32.2
2017-11-06 01:00:00,22.5,95,56,35.333333333333336
2017-11-06 04:00:00,22.3,100,50,39.66666666666666
2017-11-06 07:00:00,22.3,95,47,41.0
2017-11-06 10:00:00,22.6,100,47,49.0
2017-11-06 13:00:00,25.7,105,49,47.53333333333333
2017-11-06 16:00:00,27.4,95,41,42.7
