,Bangkok,Bangkok,Bangkok,Bangkok
,Temp,WindDir,Wind Speed,PM2.5
Datetime,,,,
2016-08-28 10:00:00,30.9,290,13,18.866666666666667
2016-08-28 13:00:00,33.5,295,11,10.666666666666666
2016-08-28 16:00:00,34.0,290,11,13.266666666666666
2016-08-28 19:00:00,30.2,280,9,16.166666666666668
2016-08-28 22:00:00,28.7,255,7,15.133333333333333
2016-08-29 01:00:00,28.5,270,6,18.566666666666663
2016-08-29 04:00:00,28.0,255,10,18.366666666666667
2016-08-29 07:00:00,27.9,235,11,16.23333333333333
2016-08-29 10:00:00,30.5,230,11,19.5
2016-08-29 13:00:00,33.1,235,15,18.950000000000003
2016-08-29 16:00:00,32.3,230,13,20.866666666666667
2016-08-29 19:00:00,28.2,225,15,26.666666666666668
2016-08-29 22:00:00,28.0,250,13,19.866666666666664
2016-08-30 01:00:00,27.5,245,18,12.633333333333333
2016-08-30 04:00:00,27.1,255,16,10.2
2016-08-30 07:00:00,28.2,250,14,18.55
2016-08-30 10:00:00,31.0,230,12,8.866666666666667
2016-08-30 13:00:00,33.2,220,13,14.166666666666666
2016-08-30 16:00:00,32.7,225,15,21.166666666666668
2016-08-30 19:00:00,28.7,240,19,14.800000000000002
2016-08-30 22:00:00,28.5,245,17,5.1000000000000005
2016-08-31 01:00:00,28.6,240,23,8.733333333333333
2016-08-31 04:00:00,27.7,240,28,18.7
2016-08-31 07:00:00,27.5,235,30,18.5
2016-08-31 10:00:00,29.2,245,34,16.833333333333332
2016-08-31 13:00:00,32.0,250,34,9.233333333333333
2016-08-31 16:00:00,30.8,250,42,11.5
2016-08-31 19:00:00,29.0,255,46,22.1
2016-08-31 22:00:00,28.4,260,45,16.099999999999998
2016-09-01 01:00:00,27.8,270,37,17.733333333333334
2016-09-01 04:00:00,27.4,270,37,13.866666666666667
2016-09-01 07:00:00,27.5,280,44,18.9
2016-09-01 10:00:00,29.9,280,49,17.26666666666667
2016-09-01 13:00:00,31.9,285,38,15.65
2016-09-01 16:00:00,32.3,280,36,14.033333333333331
2016-09-01 19:00:00,28.3,280,43,18.3
2016-09-01 22:00:00,28.5,280,48,11.8
2016-09-02 01:00:00,27.8,270,25,8.5
2016-09-02 04:00:00,27.4,270,33,14.766666666666666
2016-09-02 07:00:00,27.6,295,48,11.2
2016-09-02 10:00:00,31.3,290,46,8.533333333333333
2016-09-02 13:00:00,33.5,285,36,3.4
2016-09-02 16:00:00,32.6,275,41,4.666666666666667
2016-09-02 19:00:00,29.0,265,43,13.0
2016-09-02 22:00:00,28.2,275,48,11.966666666666669
2016-09-03 01:00:00,27.1,280,43,12.8
2016-09-03 04:00:00,27.2,285,54,12.8
2016-09-03 07:00:00,27.6,285,48,12.8
2016-09-03 10:00:00,31.2,285,49,12.8
2016-09-03 13:00:00,33.1,275,40,12.8
2016-09-03 16:00:00,32.7,270,35,12.8
2016-09-03 19:00:00,29.6,270,29,12.8
2016-09-03 22:00:00,28.2,285,31,12.8
2016-09-04 01:00:00,27.0,285,39,15.155555555555557
2016-09-04 04:00:00,26.5,285,43,15.155555555555557
2016-09-04 07:00:00,27.2,295,39,15.155555555555557
2016-09-04 10:00:00,30.4,295,40,15.155555555555557
2016-09-04 13:00:00,31.6,295,34,15.155555555555557
2016-09-04 16:00:00,30.8,285,35,10.7
2016-09-04 19:00:00,28.3,275,30,18.03333333333333
2016-09-04 22:00:00,27.5,285,31,16.733333333333334
2016-09-05 01:00:00,26.6,295,42,13.866666666666667
2016-09-05 04:00:00,26.2,295,44,15.633333333333333
2016-09-05 07:00:00,27.2,295,43,14.533333333333331
2016-09-05 10:00:00,30.9,300,40,9.166666666666666
2016-09-05 13:00:00,31.5,300,29,9.3
2016-09-05 16:00:00,32.8,290,27,8.4
2016-09-05 19:00:00,28.5,290,36,12.3
2016-09-05 22:00:00,27.4,295,37,13.833333333333334
2016-09-06 01:00:00,27.0,295,28,15.866666666666664
2016-09-06 04:00:00,26.7,295,32,17.03333333333333
2016-09-06 07:00:00,27.2,305,28,19.666666666666668
2016-09-06 10:00:00,30.2,300,27,15.266666666666666
2016-09-06 13:00:00,32.5,300,21,7.533333333333334
2016-09-06 16:00:00,31.7,275,23,15.8
2016-09-06 19:00:00,29.3,265,13,19.166666666666668
2016-09-06 22:00:00,28.2,260,15,12.333333333333334
2016-09-07 01:00:00,27.3,250,15,11.166666666666666
2016-09-07 04:00:00,26.9,235,14,13.8
2016-09-07 07:00:00,27.9,220,22,13.433333333333332
2016-09-07 10:00:00,30.6,210,19,19.15
2016-09-07 13:00:00,33.1,225,17,15.6
2016-09-07 16:00:00,32.0,215,17,15.766666666666666
2016-09-07 19:00:00,28.8,250,25,22.8
2016-09-07 22:00:00,27.8,265,19,11.733333333333334
2016-09-08 01:00:00,27.1,260,13,14.6
2016-09-08 04:00:00,26.5,270,13,23.03333333333333
2016-09-08 07:00:00,27.3,250,13,22.366666666666664
2016-09-08 10:00:00,30.7,245,13,21.566666666666663
2016-09-08 13:00:00,32.2,250,14,16.366666666666667
2016-09-08 16:00:00,31.7,240,18,23.46666666666667
2016-09-08 19:00:00,28.6,250,21,33.7
2016-09-08 22:00:00,28.0,255,16,22.666666666666668
2016-09-09 01:00:00,27.3,225,15,22.73333333333333
2016-09-09 04:00:00,26.5,245,14,25.433333333333337
2016-09-09 07:00:00,27.2,270,15,25.3
2016-09-09 10:00:00,30.9,270,14,18.633333333333333
2016-09-09 13:00:00,32.9,275,13,12.133333333333333
2016-09-09 16:00:00,32.9,255,11,16.133333333333333
2016-09-09 19:00:00,28.6,280,14,20.0
2016-09-09 22:00:00,28.0,295,10,14.333333333333334
2016-09-10 01:00:00,27.4,280,8,16.133333333333336
2016-09-10 04:00:00,26.5,275,11,19.066666666666663
2016-09-10 07:00:00,26.8,280,18,16.6
2016-09-10 10:00:00,31.1,275,19,13.166666666666666
2016-09-10 13:00:00,33.0,285,18,10.533333333333331
2016-09-10 16:00:00,33.4,275,18,15.25
2016-09-10 19:00:00,29.2,290,19,22.5
2016-09-10 22:00:00,28.6,290,19,18.4
2016-09-11 01:00:00,27.5,285,23,16.4
2016-09-11 04:00:00,26.6,290,24,17.599999999999998
2016-09-11 07:00:00,26.9,285,19,24.0
2016-09-11 10:00:00,31.1,290,21,14.966666666666669
2016-09-11 13:00:00,33.2,315,29,9.8
2016-09-11 16:00:00,32.9,315,20,12.4
2016-09-11 19:00:00,29.3,295,19,17.7
2016-09-11 22:00:00,28.1,295,18,14.633333333333333
2016-09-12 01:00:00,27.3,305,19,20.96666666666667
2016-09-12 04:00:00,26.3,305,22,17.833333333333332
2016-09-12 07:00:00,26.3,310,23,21.35
2016-09-12 10:00:00,28.3,310,22,15.55
2016-09-12 13:00:00,29.2,320,28,11.533333333333331
2016-09-12 16:00:00,29.9,315,25,18.9
2016-09-12 19:00:00,26.4,325,30,29.399999999999995
2016-09-12 22:00:00,25.8,330,24,16.366666666666667
2016-09-13 01:00:00,25.2,340,16,15.333333333333334
2016-09-13 04:00:00,25.2,335,19,24.933333333333334
2016-09-13 07:00:00,25.0,340,19,27.5
2016-09-13 10:00:00,26.9,340,24,15.133333333333333
2016-09-13 13:00:00,29.2,315,24,12.8
2016-09-13 16:00:00,29.3,310,23,11.533333333333331
2016-09-13 19:00:00,26.4,320,17,15.433333333333332
2016-09-13 22:00:00,25.9,330,17,9.4
2016-09-14 01:00:00,25.2,300,24,8.299999999999999
2016-09-14 04:00:00,24.9,295,32,14.266666666666667
2016-09-14 07:00:00,25.6,290,31,15.2
2016-09-14 10:00:00,28.9,290,32,14.333333333333334
2016-09-14 13:00:00,31.4,285,31,18.666666666666668
2016-09-14 16:00:00,30.7,275,28,19.85
2016-09-14 19:00:00,27.7,280,34,20.33333333333333
2016-09-14 22:00:00,26.9,290,30,15.6
2016-09-15 01:00:00,25.9,280,24,18.366666666666664
2016-09-15 04:00:00,25.2,285,26,23.4
2016-09-15 07:00:00,26.2,290,30,19.866666666666667
2016-09-15 10:00:00,29.9,295,31,11.1
2016-09-15 13:00:00,32.1,280,23,12.199999999999998
2016-09-15 16:00:00,31.2,260,26,19.7
2016-09-15 19:00:00,28.0,265,28,21.366666666666664
2016-09-15 22:00:00,27.6,270,23,7.2
2016-09-16 01:00:00,26.8,285,20,11.6
2016-09-16 04:00:00,26.0,290,23,15.4
2016-09-16 07:00:00,26.8,295,27,13.5
2016-09-16 10:00:00,30.7,305,29,13.5
2016-09-16 13:00:00,32.8,310,19,13.5
2016-09-16 16:00:00,32.2,295,18,13.5
2016-09-16 19:00:00,28.7,320,13,13.5
2016-09-16 22:00:00,28.0,325,10,13.5
2016-09-17 01:00:00,26.9,275,10,16.692261904761907
2016-09-17 04:00:00,26.0,285,15,16.692261904761907
2016-09-17 07:00:00,26.8,300,13,16.692261904761907
2016-09-17 10:00:00,31.0,305,13,16.692261904761907
2016-09-17 13:00:00,33.8,325,9,16.692261904761907
2016-09-17 16:00:00,32.7,280,7,16.692261904761907
2016-09-17 19:00:00,28.8,295,6,16.692261904761907
2016-09-17 22:00:00,28.2,320,4,16.692261904761907
2016-09-18 01:00:00,27.7,355,4,28.977777777777774
2016-09-18 04:00:00,26.6,320,4,28.977777777777774
2016-09-18 07:00:00,27.0,270,6,28.977777777777774
2016-09-18 10:00:00,31.0,290,8,28.977777777777774
2016-09-18 13:00:00,32.9,320,11,28.977777777777774
2016-09-18 16:00:00,32.7,305,11,50.8
2016-09-18 19:00:00,29.4,285,10,23.566666666666663
2016-09-18 22:00:00,28.6,310,7,12.566666666666668
2016-09-19 01:00:00,27.7,350,9,20.6
2016-09-19 04:00:00,27.3,345,9,20.33333333333333
2016-09-19 07:00:00,27.1,25,7,16.033333333333335
2016-09-19 10:00:00,29.2,45,9,19.5
2016-09-19 13:00:00,32.5,15,8,17.099999999999998
2016-09-19 16:00:00,32.9,325,4,26.5
2016-09-19 19:00:00,28.9,265,1,36.03333333333333
2016-09-19 22:00:00,28.2,80,3,27.266666666666666
2016-09-20 01:00:00,27.5,350,3,19.000000000000004
2016-09-20 04:00:00,26.7,355,7,23.6
2016-09-20 07:00:00,27.1,0,7,27.566666666666663
2016-09-20 10:00:00,28.6,40,9,20.9
2016-09-20 13:00:00,31.0,35,5,12.333333333333334
2016-09-20 16:00:00,30.9,350,5,18.866666666666667
2016-09-20 19:00:00,27.6,45,1,16.400000000000002
2016-09-20 22:00:00,27.1,240,1,12.9
2016-09-21 01:00:00,26.6,20,1,29.399999999999995
2016-09-21 04:00:00,26.0,175,2,22.9
2016-09-21 07:00:00,25.9,275,3,19.1
2016-09-21 10:00:00,27.6,155,6,9.3
2016-09-21 13:00:00,28.1,195,8,5.966666666666666
2016-09-21 16:00:00,28.9,220,7,16.3
2016-09-21 19:00:00,27.2,185,7,24.0
2016-09-21 22:00:00,26.7,125,7,14.333333333333334
2016-09-22 01:00:00,26.2,130,9,17.433333333333334
2016-09-22 04:00:00,25.7,110,7,23.566666666666663
2016-09-22 07:00:00,26.0,80,22,32.9
2016-09-22 10:00:00,28.7,70,19,40.45
2016-09-22 13:00:00,29.2,80,16,37.6
2016-09-22 16:00:00,30.0,70,8,31.73333333333333
2016-09-22 19:00:00,27.3,70,11,13.933333333333332
2016-09-22 22:00:00,27.0,85,7,18.466666666666665
2016-09-23 01:00:00,25.9,105,10,14.1
2016-09-23 04:00:00,25.7,110,11,22.766666666666666
2016-09-23 07:00:00,25.5,105,10,30.7
2016-09-23 10:00:00,26.8,100,8,31.0
2016-09-23 13:00:00,28.1,150,7,28.066666666666663
2016-09-23 16:00:00,29.1,220,6,21.433333333333334
2016-09-23 19:00:00,26.3,55,6,21.46666666666667
2016-09-23 22:00:00,25.9,60,6,25.83333333333333
2016-09-24 01:00:00,25.6,50,12,21.3
2016-09-24 04:00:00,25.2,95,8,21.3
2016-09-24 07:00:00,25.1,185,3,21.3
2016-09-24 10:00:00,27.5,220,11,21.3
2016-09-24 13:00:00,30.2,260,13,21.3
2016-09-24 16:00:00,30.6,275,16,21.3
2016-09-24 19:00:00,26.9,255,6,21.3
2016-09-24 22:00:00,26.9,245,3,21.3
2016-09-25 01:00:00,26.3,255,7,19.233333333333334
2016-09-25 04:00:00,25.9,245,5,19.233333333333334
2016-09-25 07:00:00,26.9,205,9,19.233333333333334
2016-09-25 10:00:00,29.4,210,11,19.233333333333334
2016-09-25 13:00:00,31.3,250,12,19.233333333333334
2016-09-25 16:00:00,31.4,245,13,19.233333333333334
2016-09-25 19:00:00,27.9,260,10,22.23333333333333
2016-09-25 22:00:00,27.3,250,8,16.233333333333334
2016-09-26 01:00:00,27.0,325,10,21.96666666666667
2016-09-26 04:00:00,26.5,310,7,32.03333333333333
2016-09-26 07:00:00,27.4,235,9,17.966666666666665
2016-09-26 10:00:00,30.1,230,11,11.2
2016-09-26 13:00:00,30.7,235,7,7.900000000000001
2016-09-26 16:00:00,29.8,230,14,18.8
2016-09-26 19:00:00,27.4,270,12,15.2
2016-09-26 22:00:00,26.9,305,9,13.033333333333331
2016-09-27 01:00:00,26.6,320,7,15.1
2016-09-27 04:00:00,26.2,315,10,21.53333333333333
2016-09-27 07:00:00,26.8,305,18,12.566666666666668
2016-09-27 10:00:00,29.5,305,18,11.1
2016-09-27 13:00:00,32.1,330,10,7.266666666666667
2016-09-27 16:00:00,32.1,300,6,14.333333333333334
2016-09-27 19:00:00,27.4,305,7,16.7
2016-09-27 22:00:00,26.9,330,9,6.5
2016-09-28 01:00:00,26.7,320,14,10.966666666666669
2016-09-28 04:00:00,26.0,325,15,18.03333333333333
2016-09-28 07:00:00,26.3,320,12,16.05
2016-09-28 10:00:00,30.0,305,12,13.366666666666667
2016-09-28 13:00:00,32.1,310,11,9.466666666666669
2016-09-28 16:00:00,31.1,280,14,8.666666666666666
2016-09-28 19:00:00,27.8,280,8,13.2
2016-09-28 22:00:00,27.4,290,5,11.300000000000002
2016-09-29 01:00:00,26.5,205,2,23.933333333333334
2016-09-29 04:00:00,25.9,260,5,24.666666666666668
2016-09-29 07:00:00,26.4,240,8,16.2
2016-09-29 10:00:00,29.8,255,9,7.7
2016-09-29 13:00:00,32.0,240,4,8.533333333333333
2016-09-29 16:00:00,31.7,235,8,12.366666666666667
2016-09-29 19:00:00,28.1,215,8,16.433333333333334
2016-09-29 22:00:00,27.5,230,6,9.733333333333334
2016-09-30 01:00:00,26.8,265,5,19.73333333333333
2016-09-30 04:00:00,25.7,285,7,19.83333333333333
2016-09-30 07:00:00,26.3,240,7,26.866666666666664
2016-09-30 10:00:00,29.9,255,6,28.46666666666667
2016-09-30 13:00:00,32.2,260,2,14.9
2016-09-30 16:00:00,32.3,270,5,11.7
2016-09-30 19:00:00,28.2,175,3,13.866666666666667
2016-09-30 22:00:00,27.6,170,5,8.533333333333333
2016-10-01 01:00:00,26.5,210,4,9.933333333333334
2016-10-01 04:00:00,25.5,250,5,13.433333333333332
2016-10-01 07:00:00,26.2,310,8,20.866666666666667
2016-10-01 10:00:00,30.0,305,11,15.433333333333332
2016-10-01 13:00:00,32.4,305,15,7.933333333333333
2016-10-01 16:00:00,31.6,310,14,14.066666666666668
2016-10-01 19:00:00,28.0,310,8,16.466666666666665
2016-10-01 22:00:00,27.3,335,8,16.066666666666666
2016-10-02 01:00:00,27.0,345,10,35.56666666666666
2016-10-02 04:00:00,26.2,345,9,34.93333333333334
2016-10-02 07:00:00,26.6,10,10,32.6
2016-10-02 10:00:00,30.3,40,10,22.0
2016-10-02 13:00:00,33.0,25,5,9.333333333333334
2016-10-02 16:00:00,32.8,315,7,11.0
2016-10-02 19:00:00,29.2,305,5,13.2
2016-10-02 22:00:00,28.3,330,5,14.5
2016-10-03 01:00:00,27.5,340,5,25.83333333333333
2016-10-03 04:00:00,27.0,5,7,24.53333333333333
2016-10-03 07:00:00,27.4,360,6,16.3
2016-10-03 10:00:00,30.0,45,4,19.53333333333333
2016-10-03 13:00:00,32.3,120,2,24.433333333333334
2016-10-03 16:00:00,32.3,190,3,32.9
2016-10-03 19:00:00,28.7,160,11,22.166666666666668
2016-10-03 22:00:00,28.0,175,11,12.233333333333334
2016-10-04 01:00:00,27.2,160,5,13.95
2016-10-04 04:00:00,26.5,175,4,21.3
2016-10-04 07:00:00,27.3,275,6,25.066666666666663
2016-10-04 10:00:00,30.5,300,6,13.933333333333332
2016-10-04 13:00:00,32.5,310,9,13.166666666666666
2016-10-04 16:00:00,32.3,295,8,19.166666666666668
2016-10-04 19:00:00,28.6,250,7,21.73333333333333
2016-10-04 22:00:00,28.1,255,7,18.8
2016-10-05 01:00:00,27.6,280,4,21.03333333333333
2016-10-05 04:00:00,26.8,50,1,29.46666666666667
2016-10-05 07:00:00,27.4,155,3,55.36666666666667
2016-10-05 10:00:00,30.2,165,3,53.1
2016-10-05 13:00:00,31.2,250,4,33.4
2016-10-05 16:00:00,31.7,275,8,17.233333333333334
2016-10-05 19:00:00,28.7,275,14,18.1
2016-10-05 22:00:00,27.8,275,12,14.766666666666666
2016-10-06 01:00:00,27.3,285,6,12.466666666666669
2016-10-06 04:00:00,26.6,290,8,18.866666666666667
2016-10-06 07:00:00,26.5,300,13,13.4
2016-10-06 10:00:00,27.2,315,12,14.566666666666668
2016-10-06 13:00:00,29.8,310,13,8.566666666666666
2016-10-06 16:00:00,30.2,305,15,6.966666666666666
2016-10-06 19:00:00,27.2,310,14,13.566666666666668
2016-10-06 22:00:00,27.0,315,9,9.366666666666667
2016-10-07 01:00:00,26.5,310,7,17.26666666666667
2016-10-07 04:00:00,25.9,310,11,21.9
2016-10-07 07:00:00,26.4,300,13,20.83333333333333
2016-10-07 10:00:00,29.8,300,16,11.5
2016-10-07 13:00:00,30.0,295,25,14.2
2016-10-07 16:00:00,29.7,290,26,16.0
2016-10-07 19:00:00,27.2,300,23,17.933333333333334
2016-10-07 22:00:00,26.9,305,20,13.433333333333335
2016-10-08 01:00:00,26.5,300,22,10.45
2016-10-08 04:00:00,25.6,305,24,31.53333333333333
2016-10-08 07:00:00,26.0,330,24,24.6
2016-10-08 10:00:00,28.0,350,20,19.066666666666663
2016-10-08 13:00:00,29.5,340,17,11.233333333333334
2016-10-08 16:00:00,30.2,315,15,9.8
2016-10-08 19:00:00,27.6,350,13,8.9
2016-10-08 22:00:00,27.0,340,14,9.0
2016-10-09 01:00:00,26.5,345,11,15.4
2016-10-09 04:00:00,25.5,340,12,15.366666666666667
2016-10-09 07:00:00,26.0,30,21,28.066666666666663
2016-10-09 10:00:00,28.9,40,19,22.933333333333334
2016-10-09 13:00:00,31.7,40,14,15.633333333333333
2016-10-09 16:00:00,31.8,20,5,16.233333333333334
2016-10-09 19:00:00,28.1,340,15,16.9
2016-10-09 22:00:00,27.3,335,12,10.7
2016-10-10 01:00:00,26.3,315,14,12.7
2016-10-10 04:00:00,25.6,320,13,16.7
2016-10-10 07:00:00,26.0,345,9,26.566666666666663
2016-10-10 10:00:00,29.6,15,8,21.23333333333333
2016-10-10 13:00:00,32.0,25,8,12.233333333333334
2016-10-10 16:00:00,32.1,345,4,10.2
2016-10-10 19:00:00,28.5,350,7,10.2
2016-10-10 22:00:00,27.8,345,9,15.066666666666665
2016-10-11 01:00:00,26.5,10,11,26.2
2016-10-11 04:00:00,25.7,360,9,26.46666666666667
2016-10-11 07:00:00,26.3,30,11,27.266666666666666
2016-10-11 10:00:00,30.1,45,12,31.133333333333336
2016-10-11 13:00:00,32.4,70,10,33.15
2016-10-11 16:00:00,32.0,95,5,23.6
2016-10-11 19:00:00,28.7,90,9,19.0
2016-10-11 22:00:00,27.9,75,5,20.1
2016-10-12 01:00:00,27.3,15,4,27.166666666666668
2016-10-12 04:00:00,26.6,40,8,33.400000000000006
2016-10-12 07:00:00,27.1,45,19,30.3
2016-10-12 10:00:00,28.3,45,17,27.4
2016-10-12 13:00:00,29.5,60,16,28.066666666666663
2016-10-12 16:00:00,28.3,65,14,37.23333333333333
2016-10-12 19:00:00,27.3,70,20,30.9
2016-10-12 22:00:00,27.3,65,23,30.133333333333336
2016-10-13 01:00:00,26.3,50,11,30.95
2016-10-13 04:00:00,25.8,60,17,40.15
2016-10-13 07:00:00,26.2,80,32,52.6
2016-10-13 10:00:00,30.0,65,27,70.93333333333332
2016-10-13 13:00:00,32.0,65,27,55.29999999999999
2016-10-13 16:00:00,32.3,50,21,43.56666666666666
2016-10-13 19:00:00,28.5,65,26,28.166666666666668
2016-10-13 22:00:00,27.3,65,28,10.733333333333333
2016-10-14 01:00:00,26.3,60,25,15.533333333333331
2016-10-14 04:00:00,25.6,50,24,20.0
2016-10-14 07:00:00,26.4,65,24,29.2
2016-10-14 10:00:00,30.2,50,27,30.2
2016-10-14 13:00:00,32.1,65,20,21.03333333333333
2016-10-14 16:00:00,32.1,40,17,26.966666666666665
2016-10-14 19:00:00,28.8,45,25,26.766666666666666
2016-10-14 22:00:00,27.2,50,20,16.5
2016-10-15 01:00:00,26.3,40,19,17.666666666666668
2016-10-15 04:00:00,25.8,15,23,23.366666666666664
2016-10-15 07:00:00,26.7,30,22,30.5
2016-10-15 10:00:00,29.6,30,20,34.03333333333333
2016-10-15 13:00:00,31.7,35,11,16.96666666666667
2016-10-15 16:00:00,31.6,10,12,13.1
2016-10-15 19:00:00,28.5,5,17,13.833333333333334
2016-10-15 22:00:00,27.5,360,15,18.0
2016-10-16 01:00:00,27.3,65,9,18.866666666666667
2016-10-16 04:00:00,26.4,55,4,21.55
2016-10-16 07:00:00,26.8,5,6,25.633333333333336
2016-10-16 10:00:00,29.7,50,6,22.46666666666667
2016-10-16 13:00:00,31.0,80,7,15.433333333333335
2016-10-16 16:00:00,31.6,80,6,11.233333333333334
2016-10-16 19:00:00,28.0,115,10,16.400000000000002
2016-10-16 22:00:00,27.5,90,12,12.266666666666667
2016-10-17 01:00:00,27.1,95,14,19.83333333333333
2016-10-17 04:00:00,26.7,80,15,49.8
2016-10-17 07:00:00,25.9,90,31,41.333333333333336
2016-10-17 10:00:00,29.2,75,24,54.7
2016-10-17 13:00:00,29.8,95,21,58.9
2016-10-17 16:00:00,30.6,80,17,44.66666666666666
2016-10-17 19:00:00,28.1,80,19,44.3
2016-10-17 22:00:00,27.1,80,17,16.46666666666667
2016-10-18 01:00:00,26.3,60,14,22.066666666666663
2016-10-18 04:00:00,25.6,60,14,40.56666666666667
2016-10-18 07:00:00,26.2,65,18,51.63333333333333
2016-10-18 10:00:00,29.5,65,17,52.16666666666666
2016-10-18 13:00:00,31.3,75,12,33.333333333333336
2016-10-18 16:00:00,31.1,80,10,31.600000000000005
2016-10-18 19:00:00,27.6,90,12,30.766666666666666
2016-10-18 22:00:00,27.3,95,13,20.46666666666667
2016-10-19 01:00:00,26.7,125,9,21.633333333333336
2016-10-19 04:00:00,26.0,145,9,30.633333333333336
2016-10-19 07:00:00,27.3,150,10,33.300000000000004
2016-10-19 10:00:00,30.0,160,12,16.3
2016-10-19 13:00:00,31.4,145,8,13.433333333333335
2016-10-19 16:00:00,31.0,175,9,12.4
2016-10-19 19:00:00,27.7,150,10,34.03333333333333
2016-10-19 22:00:00,27.1,160,13,13.633333333333333
2016-10-20 01:00:00,26.6,165,9,31.23333333333333
2016-10-20 04:00:00,26.0,165,9,23.6
2016-10-20 07:00:00,27.0,200,9,14.566666666666668
2016-10-20 10:00:00,30.0,215,8,13.1
2016-10-20 13:00:00,31.4,240,9,13.533333333333331
2016-10-20 16:00:00,30.7,230,10,13.5
2016-10-20 19:00:00,27.4,255,15,27.7
2016-10-20 22:00:00,27.2,255,13,10.3
2016-10-21 01:00:00,26.6,230,16,17.45
2016-10-21 04:00:00,25.8,250,15,14.9
2016-10-21 07:00:00,26.6,265,23,12.866666666666664
2016-10-21 10:00:00,29.9,270,27,8.066666666666666
2016-10-21 13:00:00,31.0,275,30,15.3
2016-10-21 16:00:00,30.9,270,29,16.7
2016-10-21 19:00:00,27.6,280,31,21.9
2016-10-21 22:00:00,27.5,280,26,12.833333333333334
2016-10-22 01:00:00,26.6,280,21,9.8
2016-10-22 04:00:00,26.0,280,20,22.866666666666664
2016-10-22 07:00:00,26.9,275,21,31.200000000000003
2016-10-22 10:00:00,30.2,285,23,9.166666666666666
2016-10-22 13:00:00,31.0,305,27,10.3
2016-10-22 16:00:00,29.7,285,27,10.766666666666666
2016-10-22 19:00:00,28.0,290,28,23.1
2016-10-22 22:00:00,26.8,290,24,13.333333333333334
2016-10-23 01:00:00,25.9,290,22,14.666666666666666
2016-10-23 04:00:00,25.3,285,20,16.133333333333336
2016-10-23 07:00:00,26.1,290,20,31.133333333333336
2016-10-23 10:00:00,29.8,285,16,13.966666666666669
2016-10-23 13:00:00,32.0,295,23,19.53333333333333
2016-10-23 16:00:00,31.9,280,24,23.03333333333333
2016-10-23 19:00:00,28.1,295,28,23.53333333333333
2016-10-23 22:00:00,27.3,285,20,13.9
2016-10-24 01:00:00,26.5,265,12,27.066666666666663
2016-10-24 04:00:00,25.4,245,13,22.5
2016-10-24 07:00:00,26.4,265,17,25.76666666666667
2016-10-24 10:00:00,29.8,275,16,16.25
2016-10-24 13:00:00,32.0,300,12,8.233333333333333
2016-10-24 16:00:00,31.4,280,14,10.233333333333333
2016-10-24 19:00:00,28.1,280,13,14.033333333333331
2016-10-24 22:00:00,27.3,280,9,12.25
2016-10-25 01:00:00,26.8,260,4,17.3
2016-10-25 04:00:00,26.1,185,2,20.1
2016-10-25 07:00:00,26.7,265,3,25.6
2016-10-25 10:00:00,29.7,105,3,21.453333333333337
2016-10-25 13:00:00,31.6,165,5,21.453333333333337
2016-10-25 16:00:00,31.5,145,6,21.453333333333337
2016-10-25 19:00:00,28.4,130,12,25.8
2016-10-25 22:00:00,27.2,135,12,18.466666666666665
2016-10-26 01:00:00,27.0,115,18,12.5
2016-10-26 04:00:00,26.5,105,22,21.933333333333337
2016-10-26 07:00:00,26.3,120,27,11.05
2016-10-26 10:00:00,28.2,110,30,10.633333333333333
2016-10-26 13:00:00,31.4,110,39,13.366666666666667
2016-10-26 16:00:00,30.2,100,39,10.433333333333332
2016-10-26 19:00:00,27.3,125,31,19.633333333333336
2016-10-26 22:00:00,27.3,115,29,15.133333333333336
2016-10-27 01:00:00,26.6,120,32,21.933333333333334
2016-10-27 04:00:00,25.8,115,31,19.066666666666663
2016-10-27 07:00:00,26.0,135,48,22.25
2016-10-27 10:00:00,29.7,125,38,33.166666666666664
2016-10-27 13:00:00,31.3,140,33,22.9
2016-10-27 16:00:00,30.1,140,25,16.966666666666665
2016-10-27 19:00:00,27.8,130,28,15.966666666666669
2016-10-27 22:00:00,27.4,115,25,13.5
2016-10-28 01:00:00,26.4,100,29,12.066666666666668
2016-10-28 04:00:00,25.7,100,31,22.933333333333334
2016-10-28 07:00:00,26.4,85,23,23.3
2016-10-28 10:00:00,29.7,85,24,13.366666666666664
2016-10-28 13:00:00,31.4,115,27,14.033333333333331
2016-10-28 16:00:00,31.4,120,18,12.6
2016-10-28 19:00:00,28.2,110,16,14.1
2016-10-28 22:00:00,27.4,105,20,16.900000000000002
2016-10-29 01:00:00,26.6,100,21,17.466666666666665
2016-10-29 04:00:00,26.4,85,21,15.0
2016-10-29 07:00:00,26.3,80,27,17.7
2016-10-29 10:00:00,29.4,95,26,10.9
2016-10-29 13:00:00,30.6,120,24,9.666666666666666
2016-10-29 16:00:00,29.8,100,19,12.866666666666667
2016-10-29 19:00:00,27.2,90,22,17.0
2016-10-29 22:00:00,26.5,80,24,12.033333333333331
2016-10-30 01:00:00,26.0,80,34,11.066666666666668
2016-10-30 04:00:00,25.6,85,38,17.466666666666665
2016-10-30 07:00:00,25.6,105,39,16.466666666666665
2016-10-30 10:00:00,28.3,100,36,10.7
2016-10-30 13:00:00,30.2,100,38,6.433333333333333
2016-10-30 16:00:00,30.4,90,32,8.333333333333334
